"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
1353	"Ecuador"	218	" 45"	0.010797457	0.00907443	0.00737984	0.006936042	0.006517234	0.005736771	0.004749934	0.004252748	0.00375607	0.003232245	0.00282123	0.002668528	0.002481814	0.002325225	0.002180762	0.002055518	0.001937082	0.001827847	0.001728556	0.001634144	0.001544667	0.001459307	0.001383398	0.001309952	0.001236669	0.001170541	0.001105763	0.001047608	0.000987702	0.000934322
1354	"Ecuador"	218	" 50"	0.013410462	0.011394628	0.009412815	0.008981897	0.008588501	0.007705061	0.006551169	0.005906375	0.005215372	0.004460222	0.003877343	0.003677672	0.003419615	0.003202838	0.003002259	0.002827663	0.002663398	0.002511118	0.002374291	0.002243048	0.002120027	0.002001345	0.001897367	0.001795387	0.001694067	0.001604278	0.00151425	0.001433098	0.001351465	0.001278293
1355	"Ecuador"	218	" 55"	0.017792335	0.015479754	0.013205689	0.012668739	0.012189209	0.011076774	0.009614439	0.008696177	0.007624	0.006394394	0.005484415	0.005214465	0.004852305	0.004548189	0.004266578	0.004022247	0.003791367	0.00357762	0.003383298	0.003198851	0.003025459	0.002858702	0.002711391	0.002566096	0.002423657	0.002296693	0.00216967	0.002054255	0.001938704	0.001833975
1356	"Ecuador"	218	" 60"	0.026677205	0.023538557	0.020475437	0.019668653	0.018951489	0.017300558	0.015131507	0.013548876	0.011849066	0.009957162	0.008555461	0.008145797	0.007611878	0.007160035	0.006740883	0.006377208	0.006031088	0.005710861	0.005417658	0.005138102	0.004875049	0.004620498	0.004396224	0.004172538	0.003955491	0.003758244	0.00356331	0.003383894	0.00320423	0.003040529
1357	"Ecuador"	218	" 65"	0.043395969	0.038258951	0.033387559	0.032087841	0.030943206	0.028290967	0.02481301	0.021793985	0.019160975	0.016531717	0.014486147	0.013798286	0.01296409	0.012251786	0.011587966	0.011010206	0.010458204	0.009944127	0.009474477	0.009021924	0.008594267	0.008178429	0.007813699	0.007445854	0.007087436	0.006760712	0.006433505	0.006134808	0.005832837	0.005559196
1358	"Ecuador"	218	" 70"	0.069885999	0.061678276	0.053979494	0.051900593	0.050083872	0.045892861	0.04040431	0.034854348	0.030908582	0.027536369	0.024723685	0.023565346	0.022251618	0.021120591	0.020063681	0.019142171	0.018257749	0.017427644	0.016670839	0.015937181	0.01523954	0.014559298	0.013963814	0.01335611	0.012762888	0.012221359	0.011674893	0.011176797	0.01066749	0.010208167
1359	"Ecuador"	218	" 75"	0.110740342	0.098186706	0.086254392	0.082951279	0.080057364	0.073536766	0.064969104	0.055099549	0.049283509	0.045285531	0.041624056	0.039701903	0.037629831	0.035845732	0.034171736	0.032702711	0.031292712	0.029965187	0.028754404	0.027575493	0.02644935	0.025347779	0.024385179	0.023398211	0.022428886	0.021545325	0.02064757	0.019829393	0.018988086	0.018227665
1360	"Ecuador"	218	" 80"	0.170448771	0.152243913	0.134622428	0.129610154	0.125201066	0.115463379	0.102581681	0.085869106	0.077545516	0.073436163	0.069082611	0.065981571	0.062805175	0.060068745	0.057488702	0.055207557	0.053017258	0.050947437	0.049059002	0.047210362	0.045435184	0.04369181	0.042172554	0.04060557	0.039055535	0.037645636	0.036201198	0.034885614	0.033523591	0.032289983
1361	"Ecuador"	218	" 85"	0.252265264	0.227669217	0.203296523	0.196153518	0.189833693	0.176100224	0.157734791	0.131061864	0.119638782	0.116564365	0.112128736	0.107338752	0.102674807	0.098652281	0.094837464	0.091434981	0.088165324	0.085061667	0.082229664	0.079438241	0.076741209	0.074078652	0.071768741	0.069367194	0.0669708	0.064798041	0.062548707	0.060503076	0.058366706	0.056428654
1362	"Ecuador"	218	" 90"	0.355641528	0.325179745	0.294128559	0.284727237	0.276346412	0.258360238	0.233947604	0.194349606	0.179539132	0.179401451	0.176130995	0.169184582	0.162747091	0.157185397	0.151874644	0.147089834	0.142485913	0.138092456	0.134086043	0.130101364	0.126223704	0.122368653	0.119050156	0.115560984	0.112041035	0.108866319	0.105534157	0.102513571	0.09932184	0.096425252
1363	"Ecuador"	218	" 95"	0.474350012	0.440243557	0.404323498	0.393060913	0.38292823	0.361381641	0.331592414	0.27762624	0.259767013	0.264948355	0.264629014	0.255369877	0.247186048	0.240101929	0.233285762	0.227074878	0.221089952	0.215344525	0.210118809	0.204858879	0.199698656	0.194519353	0.190124211	0.185426075	0.180619923	0.176325452	0.171732015	0.167596766	0.163154834	0.159133883
1364	"Ecuador"	218	"100+"	0.601024046	0.567809417	0.531716189	0.520009206	0.509382559	0.487014663	0.455589322	0.392209412	0.373861736	0.386060523	0.390492025	0.380145896	0.37145922	0.363955777	0.35669945	0.350021772	0.343600911	0.337415824	0.331856634	0.326171553	0.320558458	0.314854791	0.310189057	0.305061775	0.29971954	0.295065285	0.289936025	0.285419545	0.280437066	0.27599894
1541	"Fiji"	242	"  0"	0.058218043	0.052158733	0.046723926	0.041863521	0.037506807	0.034481283	0.030290277	0.02660315	0.023371684	0.020538483	0.018037104	0.016615033	0.016172575	0.015206428	0.014364845	0.01334008	0.012235271	0.011295737	0.010530909	0.009858681	0.009268571	0.008750176	0.008283003	0.007856785	0.007461295	0.007106602	0.006782504	0.006488951	0.006195551	0.005932633
1542	"Fiji"	242	"  1"	0.021143016	0.016274534	0.012516483	0.009621289	0.007397383	0.005829717	0.004273301	0.00313536	0.002300429	0.001682856	0.001236729	0.001137828	0.001105649	0.001040541	0.000982832	0.000908015	0.000832547	0.000770339	0.000720559	0.000672447	0.000635346	0.00059429	0.000564183	0.000534634	0.000510434	0.000486779	0.000463411	0.000440325	0.00042255	0.000405051
1543	"Fiji"	242	"  5"	0.003354775	0.002804529	0.002353833	0.001979281	0.001663696	0.001397895	0.001145701	0.000939524	0.000769179	0.000634508	0.000522066	0.000479231	0.000466032	0.000436093	0.000408702	0.000379549	0.00034795	0.000317945	0.000294473	0.000274729	0.000256278	0.000244367	0.000229568	0.000216507	0.000205242	0.000192533	0.000184768	0.000177822	0.000167442	0.000160038
1544	"Fiji"	242	" 10"	0.001573186	0.001443183	0.001312176	0.001186177	0.001065008	0.000899191	0.000787426	0.000683787	0.000591013	0.000511267	0.000439398	0.000399659	0.000387311	0.000362101	0.00033689	0.000309679	0.000280648	0.000255942	0.000235598	0.000217468	0.000203813	0.000190223	0.000178921	0.000167291	0.000158412	0.000148425	0.000140465	0.000133475	0.000126357	0.000120065
1545	"Fiji"	242	" 15"	0.003606192	0.003119021	0.002698932	0.002340167	0.002030326	0.001658681	0.001403478	0.00118555	0.001002036	0.000846796	0.000715855	0.000648454	0.00062754	0.0005827	0.000543084	0.000496446	0.000446812	0.000406199	0.000372454	0.00034465	0.000319961	0.000297732	0.000279081	0.000261252	0.000246293	0.000231198	0.000218409	0.000206439	0.000195574	0.000185553
1546	"Fiji"	242	" 20"	0.005199599	0.004484673	0.00387222	0.003348815	0.002896224	0.002391308	0.002014257	0.001696252	0.001427491	0.001200582	0.001011322	0.000914418	0.000885318	0.000821932	0.000766771	0.000700237	0.000629722	0.000572596	0.000525336	0.00048448	0.000448123	0.000417599	0.000390455	0.000366664	0.000344096	0.000323748	0.000305822	0.000289895	0.000273441	0.000259194
1547	"Fiji"	242	" 25"	0.005575838	0.004863165	0.00424737	0.003714875	0.003249439	0.002761285	0.002357363	0.002013213	0.001717772	0.001465201	0.001252554	0.001133355	0.001096873	0.001018255	0.000949169	0.000867592	0.000781029	0.000709375	0.000651439	0.000600417	0.000556261	0.000518446	0.000485167	0.000454888	0.000426714	0.000401782	0.000379394	0.000359991	0.000339986	0.000322016
1548	"Fiji"	242	" 30"	0.005423196	0.004860581	0.004360916	0.003918232	0.003521428	0.003087544	0.002720989	0.002398686	0.002111945	0.001858816	0.001639278	0.001483563	0.001435748	0.001331471	0.001241985	0.001135132	0.001022654	0.000927282	0.000851518	0.000785863	0.0007286	0.000678356	0.000634875	0.000594046	0.000558893	0.000526468	0.000496392	0.000470317	0.000444861	0.000421288
1549	"Fiji"	242	" 35"	0.005592074	0.005167257	0.00478086	0.004429287	0.004102674	0.003713317	0.003392999	0.003102699	0.002833108	0.002586616	0.002365171	0.002139828	0.002071852	0.001921479	0.001793249	0.001638545	0.001475252	0.00133825	0.00122965	0.001133069	0.001051982	0.000979032	0.000916099	0.00085823	0.000805992	0.000758741	0.000716514	0.000678933	0.000641548	0.000607082
1550	"Fiji"	242	" 40"	0.006193881	0.005891421	0.005610691	0.005349696	0.00510119	0.004785708	0.004525673	0.004280137	0.004043501	0.003820255	0.00361384	0.003268951	0.003163698	0.002936632	0.002739193	0.002503026	0.002253135	0.002044781	0.001878815	0.001731152	0.001606389	0.001495588	0.001400574	0.001311935	0.001231835	0.00115945	0.001094639	0.001037693	0.000980349	0.000927969
1551	"Fiji"	242	" 45"	0.007773608	0.007531024	0.007305199	0.00709426	0.006891413	0.006654154	0.006428585	0.006210539	0.005992532	0.005783061	0.005587674	0.005054839	0.004891188	0.004541996	0.004236728	0.00387031	0.003485077	0.003163803	0.002906391	0.002678167	0.002485284	0.00231341	0.002165453	0.002030344	0.001905515	0.00179476	0.001694312	0.001605423	0.001516687	0.001436199
1552	"Fiji"	242	" 50"	0.010865077	0.010597166	0.0103488	0.010117959	0.009892287	0.009724335	0.009469087	0.009220211	0.008967249	0.008720068	0.008490458	0.007678571	0.007428635	0.006893488	0.006427813	0.005869542	0.005282373	0.00479322	0.004398806	0.004052052	0.003759531	0.003497544	0.003271132	0.003066246	0.002876131	0.00270884	0.002555874	0.002421804	0.002287611	0.002164691
1553	"Fiji"	242	" 55"	0.017068194	0.01656689	0.016100073	0.015665264	0.015242788	0.01502725	0.014551749	0.014089816	0.013628296	0.01317945	0.012761726	0.011553666	0.011181896	0.010383725	0.009688243	0.008856889	0.007978666	0.007246063	0.006656014	0.006138131	0.005698101	0.005304656	0.00496525	0.004655469	0.004371591	0.004118564	0.003888047	0.003685675	0.003485011	0.003299814
1554	"Fiji"	242	" 60"	0.029463115	0.028245967	0.027114887	0.026060956	0.025049997	0.024519385	0.02340304	0.022338422	0.021299383	0.020307042	0.019385316	0.017622584	0.017079147	0.015911464	0.014889556	0.013663513	0.012363631	0.011274348	0.010394456	0.009618453	0.00895779	0.008364938	0.007852168	0.007381237	0.006950309	0.006563272	0.006212043	0.005901001	0.005593797	0.005308705
1555	"Fiji"	242	" 65"	0.054473619	0.051111044	0.048052062	0.045484752	0.043068583	0.041601811	0.038950153	0.03646119	0.034110192	0.031921656	0.029910484	0.02733664	0.026542177	0.024832526	0.023327156	0.021515639	0.019592177	0.017966968	0.01664795	0.015480363	0.014480591	0.01358168	0.012799654	0.012079412	0.011416806	0.010819106	0.010274988	0.009793583	0.009313392	0.008866192
1556	"Fiji"	242	" 70"	0.102050811	0.095241975	0.088724256	0.082610615	0.076914467	0.072761985	0.066865776	0.061444515	0.056419396	0.051815741	0.047651472	0.043759752	0.042556916	0.039961664	0.037664013	0.03489761	0.031949055	0.029444128	0.027404122	0.025591073	0.024032113	0.022624668	0.021396629	0.020265409	0.019217482	0.018268878	0.017405089	0.016638803	0.015868641	0.015152079
1557	"Fiji"	242	" 75"	0.180756095	0.170288603	0.159316228	0.14643935	0.134437168	0.124991571	0.11338756	0.102891753	0.093178319	0.084330047	0.076429355	0.070483837	0.068636992	0.064631438	0.061080885	0.056781758	0.052173247	0.048245811	0.0450359	0.042167871	0.039699996	0.037464186	0.035515231	0.033713996	0.032038843	0.030521598	0.02913948	0.027909535	0.026672294	0.025519545
1558	"Fiji"	242	" 80"	0.297563996	0.283412079	0.267163503	0.244395308	0.222906488	0.205056786	0.184782436	0.166481769	0.149427533	0.133855693	0.120009657	0.111283446	0.108554925	0.102598748	0.097304587	0.090846777	0.083870477	0.077895114	0.072985951	0.068568636	0.064761241	0.061294987	0.058274483	0.055471025	0.052850529	0.050474039	0.04830755	0.046372173	0.0444221	0.042601654
1559	"Fiji"	242	" 85"	0.447354892	0.430974049	0.410410328	0.376917451	0.344479564	0.316124975	0.285120654	0.256789761	0.229912693	0.205056882	0.182817251	0.170711519	0.166894559	0.158496219	0.150997237	0.141763401	0.131686223	0.122990595	0.115794367	0.109258375	0.103608658	0.098429996	0.093915318	0.08970186	0.08573679	0.082132761	0.078843164	0.075890277	0.072906446	0.070113319
1560	"Fiji"	242	" 90"	0.608985096	0.593102579	0.571407054	0.530942395	0.49010967	0.452329125	0.411383748	0.37297969	0.33544826	0.299896289	0.267528788	0.251925141	0.24695596	0.235920321	0.22600411	0.213653252	0.200002714	0.188106231	0.178167019	0.16903004	0.161100381	0.153764436	0.147361726	0.141344206	0.135630799	0.130419429	0.125655067	0.121352531	0.116984903	0.112881089
1561	"Fiji"	242	" 95"	0.752603827	0.73972681	0.720898553	0.681245258	0.638928062	0.597055107	0.550968509	0.505959389	0.460052943	0.414982383	0.37275949	0.354361885	0.348436461	0.335139011	0.323097754	0.307901808	0.290857019	0.275822196	0.26311617	0.251258841	0.240921389	0.231242522	0.222783841	0.214766739	0.207066593	0.200009719	0.193548545	0.187671217	0.181663874	0.175992268
1562	"Fiji"	242	"100+"	0.858967527	0.849875215	0.836189875	0.804495695	0.768574174	0.730417734	0.687154067	0.642796748	0.595172575	0.546395733	0.499148299	0.480412722	0.474319645	0.4605184	0.447951203	0.431915437	0.413710751	0.397510415	0.383702297	0.370621669	0.359227193	0.34842588	0.339027777	0.330063175	0.321342602	0.313330748	0.306025092	0.299341056	0.292452601	0.285929954
2641	"Madagascar"	450	"  0"	0.197519781	0.179238092	0.16443765	0.150738372	0.136791624	0.124940452	0.112550657	0.111092782	0.09547855	0.075071722	0.056605414	0.042866564	0.03847184	0.032178654	0.027072424	0.023917892	0.021779261	0.020034335	0.018668775	0.017452434	0.01636907	0.015511528	0.014720838	0.014004957	0.013333936	0.01271991	0.012145339	0.01159684	0.011094747	0.010614482
2642	"Madagascar"	450	"  1"	0.041598113	0.037519655	0.034193253	0.031093065	0.027914334	0.025113792	0.021802069	0.02136913	0.017016253	0.012050885	0.008009101	0.005116961	0.00421457	0.002984776	0.002114534	0.00175876	0.001543838	0.001394998	0.001309778	0.001233192	0.001165658	0.001121512	0.001080582	0.001043368	0.001008295	0.000969005	0.000929806	0.000891953	0.000857233	0.00082384
2643	"Madagascar"	450	"  5"	0.015569365	0.013961999	0.012666908	0.011474757	0.01026612	0.009227573	0.00808819	0.007959507	0.006429968	0.004565229	0.003058437	0.001997965	0.001667515	0.001220585	0.000899435	0.000759604	0.000674298	0.000613514	0.000575639	0.000542209	0.000512713	0.000491082	0.000471262	0.000453439	0.000436816	0.000418945	0.000400916	0.000383799	0.000368199	0.000353413
2644	"Madagascar"	450	" 10"	0.006587471	0.006029446	0.005563576	0.005121325	0.004660007	0.004260291	0.003830925	0.003773785	0.003151942	0.002364434	0.0016803	0.001175039	0.001013929	0.000788496	0.000618247	0.000533855	0.000479763	0.000439261	0.000411839	0.000387357	0.00036558	0.000348991	0.000333676	0.000319796	0.000306769	0.000293564	0.000280693	0.000268375	0.000257094	0.000246296
2645	"Madagascar"	450	" 15"	0.007340713	0.006717287	0.006204292	0.005722819	0.005226018	0.004806311	0.004382709	0.004323791	0.0036817	0.002854086	0.002124672	0.001586509	0.00141204	0.001160717	0.000957285	0.000837551	0.000757206	0.000694162	0.000647801	0.000606414	0.000569565	0.000541125	0.00051487	0.000491074	0.000468744	0.000447442	0.000427172	0.000407775	0.000390009	0.000373006
2646	"Madagascar"	450	" 20"	0.008672914	0.0079622	0.007377683	0.006828866	0.006262576	0.005786609	0.00531394	0.005247942	0.0045252	0.003579334	0.00273516	0.002108328	0.00190211	0.001600079	0.001346984	0.001185969	0.001075998	0.000987985	0.000921163	0.000861516	0.000808364	0.000766889	0.000728601	0.000693903	0.000661342	0.00063082	0.000601983	0.000574393	0.000549123	0.000524938
2647	"Madagascar"	450	" 25"	0.01012797	0.009296592	0.008612973	0.007971565	0.007309968	0.00675104	0.006188404	0.006112513	0.005280638	0.004188081	0.003209061	0.002480037	0.002240382	0.001889576	0.001595889	0.001407853	0.001279259	0.00117574	0.001096418	0.001025618	0.000962486	0.000912777	0.000866891	0.000825311	0.00078629	0.000749847	0.000715469	0.000682579	0.000652456	0.000623625
2648	"Madagascar"	450	" 30"	0.011829346	0.010832841	0.01001381	0.009246065	0.008454512	0.007784822	0.007110184	0.007020827	0.006042339	0.004759191	0.00360971	0.00275325	0.00247522	0.002072893	0.001743515	0.001538987	0.001400068	0.001288088	0.001202099	0.001125355	0.001056849	0.001002197	0.000951749	0.000906036	0.000863141	0.000823035	0.000785189	0.000748981	0.00071582	0.000684081
2649	"Madagascar"	450	" 35"	0.013491087	0.012358437	0.011428157	0.010556476	0.009658215	0.008900503	0.008145991	0.008047181	0.006962434	0.005528038	0.004231911	0.003260567	0.002945872	0.002490409	0.002116853	0.001878862	0.001716316	0.001583094	0.001478202	0.001384594	0.00130087	0.001232526	0.001169441	0.001112281	0.001058647	0.001008934	0.000962198	0.000917483	0.000876536	0.000837346
2650	"Madagascar"	450	" 40"	0.014702335	0.013519753	0.012548828	0.011639358	0.010702546	0.009911947	0.009126799	0.009028209	0.007939153	0.006467733	0.00511138	0.004082405	0.003745399	0.003250165	0.002830638	0.002536552	0.002331764	0.002158439	0.002015597	0.001888145	0.00177389	0.001678	0.001589504	0.00150933	0.001434107	0.001365566	0.001301607	0.001240421	0.001184394	0.001130775
2651	"Madagascar"	450	" 45"	0.016104903	0.014886556	0.013886362	0.012949628	0.011984954	0.011171205	0.010369041	0.010272639	0.009200981	0.007718699	0.00632156	0.00524553	0.00488934	0.004356881	0.003889812	0.003524844	0.00326573	0.003037758	0.002840134	0.002663848	0.002505274	0.002366822	0.002239073	0.002123357	0.002014807	0.001917068	0.001826345	0.001739571	0.001660119	0.001584094
2652	"Madagascar"	450	" 50"	0.019558876	0.018148607	0.016991677	0.015908557	0.014794248	0.013854549	0.012928541	0.01282164	0.011628491	0.009952697	0.008350028	0.007103126	0.006688656	0.006061935	0.00549941	0.005019216	0.004673559	0.004360824	0.004080399	0.003830351	0.003604955	0.003403122	0.003216948	0.003048359	0.002890252	0.002748864	0.002618045	0.002492942	0.00237842	0.002268854
2653	"Madagascar"	450	" 55"	0.026611294	0.024710669	0.023154622	0.021700425	0.020203514	0.018934682	0.017678078	0.017538881	0.015983843	0.013787632	0.011676658	0.010030007	0.009484044	0.008655702	0.007906443	0.007231664	0.00674242	0.006293755	0.005885079	0.005520911	0.005192576	0.004896321	0.004623181	0.004375954	0.004144196	0.003938292	0.003748372	0.003566807	0.003400652	0.003241729
2654	"Madagascar"	450	" 60"	0.038693184	0.035989676	0.033783923	0.031728657	0.029616869	0.027834065	0.026095172	0.025903671	0.023763383	0.020726959	0.01779604	0.015505134	0.014744081	0.013579247	0.012507195	0.011483023	0.010735284	0.010038905	0.009393465	0.00881895	0.008300856	0.007828098	0.00739259	0.006998693	0.006629702	0.006302504	0.006001054	0.005713021	0.005449563	0.005197693
2655	"Madagascar"	450	" 65"	0.058695878	0.05472067	0.051499635	0.048506915	0.045447767	0.042895778	0.040474395	0.040204887	0.037194659	0.032908236	0.028752306	0.02550148	0.024415429	0.022731032	0.021138433	0.019515686	0.018322595	0.01719675	0.016135105	0.015186786	0.014333697	0.01355405	0.012837426	0.01218556	0.011576864	0.011037932	0.010541236	0.010067268	0.009633606	0.00921856
2656	"Madagascar"	450	" 70"	0.089680723	0.083851724	0.079178577	0.074859982	0.070447325	0.066766012	0.063409524	0.06303265	0.058855381	0.052891576	0.047093737	0.042552311	0.041029755	0.038620081	0.03626466	0.033676921	0.031766808	0.029931492	0.028167002	0.026594485	0.025186558	0.023881386	0.022690244	0.021605404	0.020597837	0.019702167	0.018875033	0.018088453	0.017370008	0.016683275
2657	"Madagascar"	450	" 75"	0.135484135	0.127283831	0.120746031	0.114743121	0.108577392	0.103386074	0.098867937	0.098356036	0.092735949	0.084659912	0.076814188	0.070662942	0.068603138	0.065247882	0.061833341	0.057721099	0.054679423	0.051683317	0.048743546	0.046156403	0.043846852	0.041641565	0.039644063	0.037845242	0.03618014	0.034684357	0.03330004	0.0319887	0.030796477	0.029663223
2658	"Madagascar"	450	" 80"	0.198956348	0.188015145	0.179330021	0.171403417	0.163210629	0.156239208	0.150488746	0.149830543	0.142696022	0.132389314	0.122443009	0.114691021	0.112114487	0.107759549	0.103100396	0.096845864	0.092204047	0.08750347	0.082786135	0.078681868	0.075025116	0.071420399	0.068176075	0.065285764	0.062617799	0.060192389	0.05794096	0.055815749	0.053892338	0.052074722
2659	"Madagascar"	450	" 85"	0.281715098	0.268063478	0.257263301	0.247464382	0.23726455	0.228482271	0.221680454	0.220892913	0.212505726	0.200354835	0.188829039	0.1800114	0.177137113	0.172026212	0.166195392	0.15727803	0.150628137	0.143683483	0.136537151	0.130380297	0.12489815	0.119304345	0.114293534	0.109873374	0.105801262	0.102048343	0.098550098	0.095257593	0.092290402	0.089503227
2660	"Madagascar"	450	" 90"	0.381925305	0.366198038	0.35379061	0.342603864	0.330872275	0.320642239	0.313297062	0.312435475	0.303486546	0.290538499	0.278690979	0.270006143	0.26729839	0.262089782	0.2556026	0.243954032	0.235216047	0.225777028	0.215792682	0.207260375	0.199657701	0.19160642	0.18441482	0.178126708	0.172339847	0.166922856	0.161845825	0.157077809	0.152797743	0.148802301
2661	"Madagascar"	450	" 95"	0.493342901	0.476796018	0.463777511	0.452124456	0.439812891	0.428933971	0.421821477	0.42097446	0.41249338	0.40031266	0.389933431	0.383014325	0.381083393	0.376748364	0.370568369	0.356913246	0.346605059	0.33505553	0.322471416	0.311791267	0.302259685	0.291758451	0.282390284	0.274265044	0.2667911	0.259673141	0.252958107	0.246662393	0.241032854	0.235813434
2662	"Madagascar"	450	"100+"	0.609912589	0.594522914	0.582483349	0.571827336	0.560513453	0.55039811	0.54456924	0.543862165	0.537191319	0.527789946	0.520956788	0.517491258	0.516905896	0.514519705	0.510021232	0.496539568	0.486330024	0.474448947	0.461117565	0.449917979	0.439936781	0.428484314	0.418306108	0.409582419	0.401588048	0.393845708	0.386507615	0.379661251	0.373586467	0.368019764
2685	"Malaysia"	458	"  0"	0.096963264	0.079301653	0.06336306	0.049459046	0.038609794	0.030143276	0.023538101	0.018367312	0.014344332	0.011193703	0.008740017	0.006823006	0.006023629	0.005437469	0.004942744	0.00450896	0.004135978	0.003813602	0.003521613	0.003259962	0.00301855	0.002807402	0.002606385	0.002425534	0.002264828	0.00210417	0.001963634	0.001843203	0.0017228	0.001602423
2686	"Malaysia"	458	"  1"	0.008230128	0.0067405	0.005386531	0.00420867	0.003284065	0.002563399	0.001994918	0.001559111	0.001212273	0.000947205	0.000741537	0.000575472	0.000507176	0.000461525	0.000416983	0.000383084	0.000349745	0.000321981	0.000294751	0.000272571	0.000255682	0.000234042	0.000222451	0.000206104	0.000189769	0.000178705	0.000167649	0.00015685	0.000141042	0.000135262
