"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
2644	"Madagascar"	450	" 10"	0.006637299	0.006060057	0.005580759	0.005128306	0.00465741	0.004251229	0.003812333	0.003756907	0.003134999	0.002670757	0.002279562	0.001906501	0.001596807	0.001354242	0.001136963	0.000946749	0.000780481	0.000635117	0.000519723	0.000437328
2645	"Madagascar"	450	" 15"	0.007301368	0.00667259	0.0061565	0.005673841	0.005175773	0.004756849	0.004333995	0.00427868	0.003649632	0.003169121	0.002757776	0.002361516	0.002030223	0.001769898	0.001536465	0.001332208	0.001154102	0.000998692	0.000857392	0.00072668
2646	"Madagascar"	450	" 20"	0.008363149	0.007672376	0.007105445	0.006575228	0.006028008	0.005570526	0.005118827	0.00505952	0.004379065	0.003852391	0.003395737	0.002951924	0.002578089	0.00228298	0.002017661	0.001784643	0.001581479	0.001404113	0.001229195	0.001047696
2647	"Madagascar"	450	" 25"	0.009805874	0.008993665	0.0083273	0.00770443	0.007061885	0.006522078	0.005981098	0.005912567	0.005125353	0.004514766	0.00398423	0.003467727	0.003031864	0.002687351	0.00237737	0.002104644	0.001866731	0.001658799	0.001456552	0.001250404
2648	"Madagascar"	450	" 30"	0.011451062	0.010478074	0.009680365	0.008935022	0.008166549	0.007520326	0.006870983	0.006790222	0.005864063	0.005146337	0.004523317	0.003917152	0.003405771	0.003001592	0.002637939	0.002318013	0.002038887	0.001794896	0.001572753	0.001366704
2649	"Madagascar"	450	" 35"	0.01306073	0.011954044	0.011047478	0.010201013	0.009328827	0.008597533	0.007871193	0.007782032	0.006755896	0.005956069	0.005257698	0.004574979	0.003996815	0.003538601	0.003125529	0.002760904	0.002442542	0.002163807	0.001915137	0.001691698
2650	"Madagascar"	450	" 40"	0.014238427	0.013081778	0.012134588	0.011250682	0.010340274	0.009576838	0.008821368	0.008733067	0.007705015	0.006891483	0.006170304	0.005457441	0.004847922	0.004361639	0.003921356	0.003530168	0.003188307	0.002888276	0.002610463	0.002345791
2651	"Madagascar"	450	" 45"	0.015595185	0.014402946	0.013426855	0.012516222	0.011578288	0.010792487	0.010020969	0.009935786	0.008928853	0.008118671	0.00738738	0.006655596	0.006022868	0.005514008	0.005050851	0.004635914	0.00427189	0.003949945	0.003646462	0.003349467
2652	"Madagascar"	450	" 50"	0.018931834	0.017552477	0.016423883	0.015371594	0.014288705	0.013381885	0.012492105	0.012398832	0.011283065	0.010375616	0.009546109	0.008708957	0.007979518	0.007389596	0.006850669	0.006364773	0.005940884	0.005568997	0.005212241	0.004854124
2653	"Madagascar"	450	" 55"	0.025752124	0.023894904	0.022377987	0.020965897	0.019511921	0.018288313	0.017081678	0.016960987	0.015510241	0.014325869	0.013237708	0.012136117	0.011173639	0.010393725	0.009680392	0.009035598	0.00848104	0.008005585	0.007540685	0.007061749
2654	"Madagascar"	450	" 60"	0.038206043	0.035531086	0.033345642	0.031312747	0.029224331	0.027458222	0.02575428	0.025566289	0.0234526	0.021744275	0.020222701	0.018678508	0.017325722	0.016227082	0.015220309	0.014307134	0.013524082	0.012856731	0.012197518	0.011509779
2655	"Madagascar"	450	" 65"	0.059935488	0.055989382	0.05274422	0.049715699	0.046627777	0.044001233	0.041584411	0.041236612	0.03784487	0.035169784	0.032979	0.03074838	0.028786858	0.027189139	0.025720921	0.024384033	0.023231598	0.022243908	0.021254015	0.020204895
2656	"Madagascar"	450	" 70"	0.092645229	0.086996692	0.08231385	0.077924321	0.073483253	0.069679133	0.066371339	0.06575426	0.060424059	0.056317465	0.053260978	0.050141918	0.047391945	0.045148633	0.043084566	0.041200285	0.039568765	0.038163297	0.036730393	0.035183278
2657	"Madagascar"	450	" 75"	0.140162289	0.132418655	0.125934475	0.119820535	0.113684023	0.108382003	0.104078899	0.103035391	0.09491838	0.08880099	0.08472457	0.080562339	0.076890112	0.07389714	0.07114704	0.068635664	0.066454851	0.064568403	0.062604187	0.060434597
2658	"Madagascar"	450	" 80"	0.205843345	0.195836462	0.187354392	0.179295486	0.171275256	0.164271418	0.159057674	0.15739386	0.145580009	0.136856004	0.131755206	0.126559493	0.121988028	0.118281359	0.114896131	0.11181665	0.109142839	0.106825009	0.10434418	0.101522532
2659	"Madagascar"	450	" 85"	0.290896131	0.278913536	0.268607755	0.258723024	0.248980959	0.240361331	0.234628469	0.232160025	0.215980723	0.204256317	0.198412306	0.19250571	0.187355863	0.183235057	0.179528655	0.176197933	0.173324514	0.170838952	0.168070199	0.16479028
2660	"Madagascar"	450	" 90"	0.392534228	0.379461557	0.368022362	0.356923793	0.346118516	0.336401081	0.330869093	0.3275035	0.306955897	0.292333465	0.286388485	0.28048625	0.275449307	0.271536787	0.268139977	0.265181755	0.262683828	0.260549283	0.25799791	0.254771778
2661	"Madagascar"	450	" 95"	0.503155448	0.49036965	0.478946901	0.467708021	0.456948922	0.447065695	0.442616928	0.438438489	0.414507037	0.397789373	0.392642693	0.38772733	0.383733431	0.380844981	0.378562662	0.376756019	0.375343764	0.374196806	0.372529649	0.370100109
2662	"Madagascar"	450	"100+"	0.784835249	0.76920606	0.755408736	0.74200065	0.72976857	0.718446171	0.714307909	0.708706297	0.679705877	0.660785394	0.656299735	0.652229295	0.649120639	0.647050683	0.645582505	0.644632093	0.643923909	0.643396378	0.642517144	0.641241458
2685	"Malaysia"	458	"  0"	0.096872416	0.079466552	0.059535802	0.046324498	0.039028033	0.030705183	0.025081451	0.015011324	0.013184466	0.00949437	0.008602874	0.007915625	0.007414665	0.00699112	0.006613439	0.006179368	0.005892195	0.005627398	0.005374846	0.00514159
2686	"Malaysia"	458	"  1"	0.01421192	0.011232595	0.007947081	0.005859948	0.004747288	0.003523545	0.002730691	0.001409756	0.001120687	0.000826714	0.000721187	0.000594291	0.00054045	0.0005064	0.000443147	0.000396575	0.000382351	0.000368145	0.000352945	0.000338767
2687	"Malaysia"	458	"  5"	0.007262068	0.005588292	0.004340571	0.003129902	0.002018062	0.001455671	0.000867259	0.000702811	0.000519544	0.00036998	0.000299799	0.000246507	0.000210192	0.00018308	0.000160092	0.000140048	0.000126167	0.000114026	0.000102817	9.26284e-05
2688	"Malaysia"	458	" 10"	0.003468135	0.00279255	0.002282227	0.001744429	0.001212281	0.000938369	0.000625549	0.000533269	0.00041847	0.000313575	0.000256461	0.000209786	0.000178245	0.000154496	0.00013451	0.000117207	0.000105259	9.48769e-05	8.53518e-05	7.67509e-05
2689	"Malaysia"	458	" 15"	0.005304967	0.004326689	0.003511435	0.002670943	0.001854554	0.001440924	0.000936162	0.000771197	0.000581995	0.000431908	0.000358878	0.000298749	0.000257962	0.000228545	0.000203527	0.000181643	0.000165338	0.000151013	0.000137747	0.000125659
2690	"Malaysia"	458	" 20"	0.006667502	0.005558647	0.004532179	0.003466272	0.002426858	0.001901972	0.001245064	0.001005508	0.000739208	0.000546127	0.000464776	0.000401774	0.000357714	0.000323517	0.000294147	0.000268195	0.00024757	0.00022926	0.000212162	0.000196445
2691	"Malaysia"	458	" 25"	0.007631224	0.00639298	0.005238694	0.00402516	0.002833103	0.002230025	0.001475396	0.00120795	0.000899075	0.00067026	0.000577432	0.000506478	0.000456308	0.000416384	0.000381997	0.000351517	0.000326479	0.000304174	0.00028329	0.000264042
2692	"Malaysia"	458	" 30"	0.008630683	0.007241651	0.006005669	0.004679956	0.003356138	0.002687295	0.001845302	0.001570106	0.001221471	0.000938142	0.000809436	0.000705067	0.000631983	0.000573872	0.00052419	0.000480465	0.000444496	0.000412639	0.000382987	0.000355812
2693	"Malaysia"	458	" 35"	0.009733152	0.008205005	0.006923372	0.005504695	0.004052421	0.003320817	0.002399547	0.002097121	0.001680979	0.001331596	0.001159972	0.001009701	0.000904643	0.000820764	0.000749207	0.000686356	0.000634408	0.000588471	0.000545784	0.000506727
2694	"Malaysia"	458	" 40"	0.010896753	0.009314703	0.008071505	0.00662167	0.005076822	0.004308254	0.003301282	0.002976186	0.002469011	0.002042401	0.001809327	0.001578308	0.001416624	0.001286726	0.001175975	0.001078746	0.000997725	0.000926094	0.000859556	0.0007987
2695	"Malaysia"	458	" 45"	0.012942598	0.011262101	0.010018325	0.008474308	0.006750469	0.005910608	0.00474982	0.004398464	0.003754743	0.003221559	0.00289845	0.002541825	0.002291393	0.002088348	0.001915151	0.001763001	0.001634719	0.001521198	0.001415675	0.001319091
2696	"Malaysia"	458	" 50"	0.016872485	0.014898469	0.013494354	0.011660005	0.009534425	0.008523819	0.00707996	0.00668883	0.005832633	0.005131237	0.004665566	0.004120828	0.003737211	0.003421658	0.003152927	0.002917134	0.002714491	0.00253524	0.002368751	0.002216471
2697	"Malaysia"	458	" 55"	0.023859178	0.021349998	0.019650775	0.017307669	0.014487726	0.013191572	0.011258367	0.01083835	0.009643069	0.008636764	0.007884792	0.006986717	0.006356017	0.005830917	0.005386301	0.004998209	0.00465856	0.004359286	0.004082488	0.003830329
2698	"Malaysia"	458	" 60"	0.035554078	0.03215293	0.029976167	0.026808486	0.022855487	0.021103694	0.018366038	0.017932467	0.01628627	0.014775637	0.013580643	0.012077131	0.011022213	0.010132237	0.009381856	0.008729059	0.00814756	0.007636455	0.00716494	0.00673635
2699	"Malaysia"	458	" 65"	0.054308445	0.049490443	0.046556617	0.042079882	0.036319268	0.033841478	0.029817684	0.029381917	0.027283859	0.024861265	0.023027403	0.020539653	0.018799506	0.017308816	0.016059646	0.014977814	0.013994352	0.013132872	0.012340589	0.011622205
2700	"Malaysia"	458	" 70"	0.082089032	0.075401729	0.071588598	0.065407709	0.057164256	0.053756923	0.04796126	0.047703792	0.045275944	0.041462742	0.038717783	0.034668854	0.031841567	0.029378461	0.027325726	0.025555158	0.023910078	0.022473117	0.021155112	0.01996256
2701	"Malaysia"	458	" 75"	0.122207752	0.11317447	0.108464855	0.100191226	0.088675631	0.084164684	0.076038152	0.076348746	0.073998973	0.068169626	0.064211322	0.057795841	0.05331396	0.049334294	0.046032131	0.043192944	0.040491144	0.038135586	0.035979147	0.034030807
2702	"Malaysia"	458	" 80"	0.178107743	0.166322307	0.160907655	0.150262596	0.134661434	0.128978868	0.117967094	0.11956925	0.118138835	0.109611829	0.104211268	0.094465858	0.087632303	0.081428684	0.076294928	0.071888949	0.067582038	0.063828555	0.060394671	0.05729333
2703	"Malaysia"	458	" 85"	0.252332791	0.237586505	0.231959478	0.218897042	0.198516222	0.191781181	0.177449225	0.181491882	0.182258107	0.170544969	0.163743031	0.14984383	0.14001908	0.130863678	0.123290901	0.116791447	0.110238551	0.104517989	0.099278776	0.094541239
2704	"Malaysia"	458	" 90"	0.345017777	0.327399083	0.322349504	0.307119473	0.281518684	0.274052259	0.2561686	0.264153326	0.268458808	0.253643412	0.24597609	0.227819975	0.214818616	0.202322354	0.191968657	0.183064678	0.173755138	0.165593653	0.1580945	0.151291858
2705	"Malaysia"	458	" 95"	0.452500205	0.432388738	0.428825484	0.411887495	0.380913556	0.37311538	0.351616848	0.365038045	0.373496914	0.356515665	0.349073128	0.327899431	0.312460128	0.297070785	0.284281879	0.273246651	0.261195717	0.250559769	0.240734319	0.231775374
2706	"Malaysia"	458	"100+"	0.667511686	0.653479831	0.647548583	0.636617871	0.620297323	0.615059976	0.603811701	0.607909822	0.621450994	0.604881817	0.599970166	0.58360084	0.572157771	0.560678591	0.55130357	0.543355615	0.534629902	0.527041139	0.520117669	0.513873485
3147	"Netherlands"	528	"  0"	0.023093024	0.016638706	0.012611497	0.010221181	0.008463734	0.006934402	0.007258586	0.006367526	0.005316271	0.004740942	0.004337558	0.00416621	0.004065442	0.00398484	0.003894178	0.00379346	0.003702829	0.003612213	0.003531679	0.003441091
3148	"Netherlands"	528	"  1"	0.001414922	0.001012362	0.000761674	0.000613641	0.000505374	0.000411251	0.000452518	0.0003785	0.000313652	0.000243043	0.000224846	0.000258236	0.000244136	0.000232808	0.000227008	0.000226734	0.000219429	0.000212878	0.000205327	0.000200035
3149	"Netherlands"	528	"  5"	0.000397873	0.000292852	0.00024388	0.00022666	0.000208239	0.000162062	0.000194011	0.000156764	0.000145121	0.000115914	9.57401e-05	8.09659e-05	7.4991e-05	7.02931e-05	6.54846e-05	6.08859e-05	5.76717e-05	5.40656e-05	5.10211e-05	4.85292e-05
3150	"Netherlands"	528	" 10"	0.000286944	0.000219303	0.000185625	0.000173082	0.000159613	0.0001249	0.0001682	0.000147592	0.000152326	0.000122334	0.000107222	8.67949e-05	7.83804e-05	7.25565e-05	6.62545e-05	6.07754e-05	5.60221e-05	5.22722e-05	4.81382e-05	4.62719e-05
3151	"Netherlands"	528	" 15"	0.000460055	0.000354037	0.000301184	0.000281519	0.000260346	0.000207672	0.000241951	0.000218885	0.000213909	0.000194707	0.000174018	0.000145121	0.000131773	0.000120865	0.000111813	0.000103512	9.58606e-05	8.89752e-05	8.2897e-05	7.76455e-05
3152	"Netherlands"	528	" 20"	0.000659218	0.000513123	0.000444466	0.000420611	0.000394469	0.000324147	0.000301813	0.000278462	0.000260848	0.000257921	0.000222713	0.000194221	0.000181419	0.000169473	0.000159353	0.000149779	0.000140971	0.00013272	0.000126328	0.00011949
3153	"Netherlands"	528	" 25"	0.000829407	0.000653362	0.000571681	0.000543886	0.000513114	0.000427635	0.000361127	0.00034328	0.000337139	0.000318202	0.000270345	0.000241483	0.00022754	0.000216509	0.000204506	0.00019444	0.000183495	0.000174319	0.000166818	0.000160127
3154	"Netherlands"	528	" 30"	0.001047063	0.000839203	0.000738735	0.000703219	0.000663853	0.000553937	0.000497431	0.000485585	0.000491493	0.000441255	0.000387311	0.000342238	0.000318863	0.000300809	0.000284106	0.000267673	0.00025235	0.000238546	0.000225995	0.000215109
3155	"Netherlands"	528	" 35"	0.001414688	0.001163842	0.00103355	0.000984618	0.000930296	0.000777583	0.000743509	0.000715319	0.000747868	0.00072892	0.000623657	0.000541851	0.000501621	0.000469279	0.000439416	0.000410674	0.000385595	0.000361331	0.000340347	0.000321483
3156	"Netherlands"	528	" 40"	0.002086296	0.001783673	0.001604051	0.001529993	0.001447564	0.00121373	0.001207244	0.001142558	0.00119566	0.001236572	0.001106446	0.000950396	0.000874873	0.000813644	0.000757625	0.000704255	0.000656218	0.000611818	0.000571855	0.000536853
