"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
1353	"Ecuador"	218	" 45"	0.01206239	0.010255477	0.008484844	0.008181407	0.007876851	0.007392839	0.006777224	0.006369208	0.005959846	0.005527483	0.005163399	0.00497219	0.00476674	0.004589553	0.00440195	0.00419701	0.003978744	0.003784215	0.003605713	0.003448782
1354	"Ecuador"	218	" 50"	0.015796382	0.013345151	0.010955275	0.010794896	0.010638345	0.010041772	0.009187167	0.008637045	0.007906579	0.007003964	0.006390252	0.006200297	0.005997038	0.005821108	0.0056316	0.005427323	0.00520887	0.005015531	0.00483604	0.004680629
1355	"Ecuador"	218	" 55"	0.021848331	0.018561707	0.015372327	0.015216673	0.015065129	0.014267574	0.013075241	0.012065181	0.010865459	0.009465183	0.008578236	0.008375536	0.008156895	0.007966933	0.007762564	0.007541828	0.007304618	0.007095276	0.006901621	0.006733147
1356	"Ecuador"	218	" 60"	0.032490203	0.027980755	0.023609948	0.023200435	0.022801816	0.021586258	0.019821093	0.017969623	0.016117962	0.01412646	0.012871611	0.012598287	0.012307641	0.012051337	0.01178166	0.011491573	0.011183187	0.010909334	0.010659119	0.010438336
1357	"Ecuador"	218	" 65"	0.051088517	0.04446452	0.038068991	0.03720684	0.036371624	0.034469955	0.031775701	0.028395557	0.025501811	0.022607585	0.020737028	0.020289257	0.019824713	0.019411455	0.018988932	0.018546244	0.018086476	0.017677204	0.017302686	0.016971442
1358	"Ecuador"	218	" 70"	0.079310036	0.069842909	0.060739113	0.059066322	0.057452994	0.05454183	0.050517047	0.044555336	0.040098059	0.03598291	0.033243396	0.032515761	0.031778752	0.031117273	0.030460317	0.029791203	0.029114548	0.028510674	0.027957276	0.027466581
1359	"Ecuador"	218	" 75"	0.120818153	0.107812671	0.095359011	0.092328409	0.089416163	0.085105184	0.079288163	0.069163735	0.062448567	0.056785287	0.052878551	0.051710712	0.050554826	0.04950803	0.048498274	0.047500442	0.04652169	0.045645831	0.044842131	0.044127539
1360	"Ecuador"	218	" 80"	0.179221106	0.162314469	0.146205399	0.14108081	0.136167922	0.130090876	0.122090621	0.105662135	0.095874403	0.088457779	0.083108031	0.08126838	0.079486931	0.077858818	0.076333059	0.074872673	0.073489149	0.07224741	0.071106787	0.070089564
1361	"Ecuador"	218	" 85"	0.256651936	0.236229321	0.216910088	0.208878601	0.201184702	0.193198857	0.182965947	0.157778669	0.144176331	0.135184547	0.128301513	0.125481125	0.122804379	0.120335403	0.118085454	0.116001639	0.114102898	0.1123932	0.110821837	0.109415764
1362	"Ecuador"	218	" 90"	0.351916386	0.329437946	0.308434325	0.296867029	0.285777228	0.276245866	0.264448952	0.228431354	0.210728364	0.201117538	0.193083833	0.1889171	0.185031947	0.18141564	0.178204689	0.175325919	0.172810651	0.170537568	0.168448873	0.166572853
1363	"Ecuador"	218	" 95"	0.45918964	0.437124981	0.416970227	0.401763569	0.387155371	0.377170003	0.365489681	0.318028929	0.29689489	0.288802384	0.280833951	0.274957509	0.269556821	0.264486712	0.260085468	0.256254838	0.253045054	0.250132234	0.247459447	0.245048687
1364	"Ecuador"	218	"100+"	0.734114021	0.712433595	0.695082101	0.673219021	0.653460547	0.645060052	0.637900473	0.587003274	0.570219726	0.569398422	0.565737203	0.55964241	0.554230912	0.549284542	0.54513216	0.54161257	0.538731509	0.536088651	0.533711348	0.531560463
1541	"Fiji"	242	"  0"	0.089602774	0.081051321	0.072883167	0.065100553	0.05759005	0.050465019	0.043724319	0.037364622	0.037810273	0.026296133	0.023404399	0.020873305	0.019210644	0.017733824	0.016389117	0.01465511	0.012850304	0.011335658	0.01021089	0.009233717
1542	"Fiji"	242	"  1"	0.004500944	0.004090776	0.003696762	0.003318835	0.002951265	0.002599935	0.002264875	0.001945357	0.001967961	0.001577134	0.001291535	0.001057037	0.000939569	0.00085489	0.000809616	0.000751699	0.000699535	0.000633297	0.000567244	0.000508513
1543	"Fiji"	242	"  5"	0.004089966	0.003419597	0.00283857	0.002331654	0.001891916	0.001511966	0.001186693	0.0009266	0.000935688	0.000971955	0.000865945	0.000769399	0.000671194	0.000593634	0.000524151	0.000436087	0.00035696	0.000288236	0.000240178	0.000200405
1544	"Fiji"	242	" 10"	0.002483662	0.002120654	0.001798439	0.001511108	0.001256278	0.001030747	0.000832601	0.000668895	0.000674516	0.00070323	0.000634992	0.000572043	0.000507985	0.000455097	0.000407476	0.000346879	0.00028959	0.000239802	0.000203424	0.00017283
1545	"Fiji"	242	" 15"	0.003908586	0.003362804	0.002875243	0.002438102	0.002048396	0.001701522	0.001394857	0.001139661	0.001148298	0.001199759	0.001093095	0.000992975	0.000884455	0.000793969	0.000712626	0.000609341	0.000510561	0.000425038	0.000361944	0.000308795
1546	"Fiji"	242	" 20"	0.005509998	0.004744287	0.004057005	0.00343849	0.002885051	0.002390453	0.001951184	0.001583321	0.001595844	0.001665926	0.001510959	0.00136766	0.001224184	0.001103454	0.000994543	0.000855735	0.000721713	0.000605167	0.000518402	0.000444908
1547	"Fiji"	242	" 25"	0.006482399	0.005577788	0.004763983	0.004030271	0.003372544	0.002783585	0.002259344	0.001818763	0.001833856	0.001912448	0.00172589	0.001555658	0.001397109	0.00126302	0.001141676	0.000986482	0.000835745	0.000704106	0.000605554	0.000521724
1548	"Fiji"	242	" 30"	0.007699059	0.006636223	0.005676463	0.004808862	0.004028871	0.003328204	0.00270239	0.002174204	0.002192303	0.002286102	0.002061626	0.001857561	0.001672688	0.001515395	0.001372833	0.001190216	0.00101167	0.000855499	0.00073794	0.000637671
1549	"Fiji"	242	" 35"	0.010146479	0.008825345	0.007619552	0.006519683	0.00552196	0.004616747	0.003799379	0.003100096	0.003123775	0.00326326	0.002963474	0.00268914	0.002438928	0.002221772	0.002024709	0.001772081	0.001519781	0.001299286	0.001129998	0.000984697
1550	"Fiji"	242	" 40"	0.014010748	0.012357557	0.010825645	0.009409887	0.008108879	0.006911584	0.005813752	0.004855679	0.004887345	0.005120453	0.004705518	0.004320238	0.003955608	0.003630055	0.003334443	0.002955487	0.002565299	0.00222529	0.001956903	0.001724786
1551	"Fiji"	242	" 45"	0.019877035	0.017818961	0.015878359	0.014057838	0.012359716	0.010770754	0.009287443	0.007962924	0.008005119	0.008413676	0.00783411	0.007287213	0.00675061	0.00625455	0.005803546	0.005224969	0.004606809	0.00406962	0.003630792	0.00324772
1552	"Fiji"	242	" 50"	0.028243388	0.025725741	0.023311422	0.021012884	0.018837723	0.01676887	0.014803184	0.013008995	0.013063331	0.013770188	0.012979272	0.012221617	0.011456259	0.01072238	0.010054119	0.009195793	0.008243507	0.007418021	0.006719034	0.006103154
1553	"Fiji"	242	" 55"	0.03988503	0.036845712	0.033887012	0.031031616	0.028294151	0.025651274	0.023099253	0.020723639	0.02079116	0.021968577	0.020917512	0.019900497	0.018866039	0.017837254	0.016898555	0.015690532	0.01430063	0.013097903	0.012042879	0.011104952
1554	"Fiji"	242	" 60"	0.056502984	0.052711141	0.04897965	0.045342883	0.041824625	0.038392282	0.035040912	0.031881735	0.031966222	0.033827153	0.032438649	0.031077926	0.02967138	0.028247391	0.026941773	0.025264824	0.023286741	0.021580285	0.02004686	0.018676534
1555	"Fiji"	242	" 65"	0.080248236	0.075460865	0.070706854	0.066033313	0.061476057	0.056989089	0.052565741	0.048356457	0.048462303	0.051335294	0.04951973	0.047693339	0.045704306	0.043699197	0.041842202	0.039475806	0.036637736	0.034203804	0.031982362	0.02999391
1556	"Fiji"	242	" 70"	0.1126117	0.10673926	0.100856444	0.095025115	0.089297385	0.083608278	0.077948143	0.072515464	0.072640194	0.077026347	0.07474973	0.072383591	0.069641935	0.066892781	0.064316712	0.061065443	0.057092403	0.053710941	0.050570064	0.04775509
1557	"Fiji"	242	" 75"	0.15552062	0.148567063	0.141545423	0.134533294	0.127604543	0.120668551	0.113711415	0.106988756	0.107122347	0.113710866	0.111018552	0.108098951	0.10445231	0.100820534	0.097369665	0.093065909	0.087693783	0.083166439	0.078876468	0.075029117
1558	"Fiji"	242	" 80"	0.210410183	0.202509425	0.194479537	0.186413336	0.178413618	0.170357684	0.162227397	0.15434618	0.15446737	0.164141737	0.161210288	0.157838992	0.153217404	0.148656527	0.144248868	0.138834278	0.13191069	0.126151607	0.120568881	0.115563999
1559	"Fiji"	242	" 85"	0.277558037	0.268975824	0.260218523	0.251391969	0.242637229	0.233795519	0.224847728	0.216200871	0.216275708	0.230057414	0.227224528	0.223663051	0.21816161	0.212802175	0.207512513	0.201141401	0.192770406	0.185930463	0.179126054	0.173039476
1560	"Fiji"	242	" 90"	0.35543241	0.346510031	0.337402316	0.328224108	0.319165657	0.310032425	0.300811955	0.292020147	0.292006071	0.310908387	0.308637311	0.30529654	0.29923331	0.293439062	0.28756264	0.280670399	0.271335627	0.263897059	0.256276482	0.249497051
1561	"Fiji"	242	" 95"	0.440399581	0.43144312	0.422339662	0.41320697	0.404294488	0.395376423	0.386457256	0.378197552	0.378054427	0.40285816	0.401613276	0.39895556	0.392846053	0.387178923	0.381214494	0.374471391	0.365025232	0.357764748	0.350072837	0.343304074
1562	"Fiji"	242	"100+"	0.665667967	0.661804492	0.657621022	0.653240556	0.648784122	0.644157861	0.6393657	0.634603358	0.634581622	0.64507189	0.644457646	0.642324907	0.636348342	0.631268861	0.625988132	0.620293649	0.612363028	0.606536908	0.600431504	0.595189762
2641	"Madagascar"	450	"  0"	0.213274261	0.195891283	0.180634096	0.165599573	0.153616198	0.140471339	0.126954102	0.125784658	0.108940702	0.096245461	0.084901672	0.07409084	0.065142044	0.058099951	0.051867171	0.046359016	0.041519748	0.037280825	0.033626922	0.030395134
2642	"Madagascar"	450	"  1"	0.038261554	0.034941659	0.032003044	0.029082556	0.026780571	0.023926599	0.020675892	0.020408029	0.016638468	0.013941311	0.011652311	0.009571258	0.007905746	0.006625414	0.005513258	0.004536253	0.003687078	0.002957408	0.002379315	0.001869324
2643	"Madagascar"	450	"  5"	0.015374644	0.014001771	0.012801308	0.011619353	0.010694355	0.00959834	0.008385671	0.008286545	0.006878425	0.005849153	0.004943701	0.004115101	0.003449399	0.002936617	0.002490584	0.002098052	0.001756717	0.001460839	0.001223688	0.001013442
2644	"Madagascar"	450	" 10"	0.005872761	0.005445598	0.00506171	0.004673597	0.004366957	0.004018481	0.003637253	0.003604196	0.003121733	0.002754589	0.002416591	0.002094287	0.00182679	0.001615636	0.001428043	0.001261276	0.001113854	0.000984834	0.000877469	0.000782042
2645	"Madagascar"	450	" 15"	0.00721131	0.006712625	0.006269542	0.005826019	0.005481533	0.00510446	0.004701694	0.004665966	0.004141456	0.003736611	0.003356777	0.002991902	0.00268737	0.002446086	0.002230956	0.002039878	0.001870713	0.001717495	0.001564304	0.001428314
2646	"Madagascar"	450	" 20"	0.009439688	0.00881041	0.008251515	0.007692193	0.007257351	0.006788092	0.006289766	0.006244756	0.005582068	0.005068619	0.00458394	0.004116824	0.003726061	0.00341608	0.003139465	0.002893802	0.002676209	0.002476204	0.002262643	0.00207313
2647	"Madagascar"	450	" 25"	0.010621155	0.00990246	0.009264597	0.008626971	0.008131353	0.007592049	0.007017068	0.006965672	0.006210096	0.005626099	0.005076602	0.004548048	0.004106538	0.003756584	0.003444475	0.00316736	0.002921918	0.002697022	0.002459881	0.002249475
2648	"Madagascar"	450	" 30"	0.011192141	0.010429128	0.009751898	0.009074992	0.008549009	0.007975589	0.007366796	0.007313079	0.006522835	0.005910819	0.005333894	0.004778171	0.004313356	0.003944514	0.003615187	0.003322669	0.00306333	0.002826469	0.00258018	0.002361667
2649	"Madagascar"	450	" 35"	0.012763055	0.011880851	0.011098195	0.010316065	0.009708125	0.009048523	0.008354863	0.008294172	0.007400509	0.006706932	0.006051817	0.005419513	0.004889752	0.004468877	0.004092618	0.003758272	0.003461392	0.003193037	0.002926471	0.002689988
2650	"Madagascar"	450	" 40"	0.015257896	0.014194568	0.013252041	0.012310634	0.011570109	0.010771019	0.009945389	0.009874596	0.008830361	0.008017186	0.007246125	0.006499731	0.005872972	0.00537417	0.004927164	0.004529703	0.004176008	0.003862022	0.003575869	0.003322086
2651	"Madagascar"	450	" 45"	0.018477887	0.017228452	0.016122213	0.015018402	0.014136066	0.013205366	0.012273075	0.012193672	0.011017508	0.010095831	0.009212051	0.008350902	0.007623752	0.007042568	0.006519114	0.006053242	0.005637414	0.00527473	0.004973187	0.004705875
2652	"Madagascar"	450	" 50"	0.022998294	0.021529505	0.020230394	0.018935227	0.017877859	0.016795349	0.015749922	0.015660538	0.014329592	0.013280436	0.012260288	0.011259013	0.010408463	0.009725673	0.009107648	0.008558823	0.008074931	0.00765152	0.007291397	0.006972319
2653	"Madagascar"	450	" 55"	0.030130499	0.02828563	0.02665647	0.025034396	0.023677204	0.022316397	0.02104152	0.020932602	0.01930629	0.018021916	0.01676183	0.01552056	0.014463093	0.013612341	0.01284019	0.012155154	0.011553149	0.011022125	0.010548584	0.010129331
2654	"Madagascar"	450	" 60"	0.043551958	0.040993444	0.038728632	0.036480781	0.034573565	0.032690955	0.030997838	0.030841769	0.028552603	0.02667268	0.024957305	0.023265987	0.021824122	0.020662652	0.019606989	0.018669141	0.017838056	0.01710356	0.016440703	0.015854032
2655	"Madagascar"	450	" 65"	0.068550351	0.064717111	0.061288595	0.057898742	0.05499179	0.05216996	0.049814444	0.049552212	0.045858873	0.042558505	0.040023576	0.037525323	0.035397451	0.033681533	0.032121504	0.030735104	0.029504332	0.028412857	0.027410978	0.026524468
2656	"Madagascar"	450	" 70"	0.106198722	0.100629007	0.095586393	0.09061538	0.086298142	0.082178828	0.079034423	0.078605549	0.072783	0.067169014	0.063512449	0.059911294	0.056848449	0.054376691	0.05213012	0.050134167	0.048359838	0.04678094	0.045302837	0.043995881
2657	"Madagascar"	450	" 75"	0.16078349	0.153037371	0.145922209	0.138920904	0.132746105	0.126957426	0.122999056	0.122323746	0.113453158	0.104279083	0.09918406	0.094171276	0.089916993	0.086482642	0.083364476	0.080597431	0.07813586	0.075938163	0.073832722	0.071973573
2658	"Madagascar"	450	" 80"	0.235869277	0.225714021	0.216224406	0.206892323	0.19850498	0.190784029	0.186194158	0.185184234	0.172303205	0.158069904	0.151303006	0.144655538	0.139032138	0.134494413	0.130383714	0.126745128	0.123509482	0.120612102	0.117759739	0.115246699
2659	"Madagascar"	450	" 85"	0.332351257	0.319992453	0.308206734	0.296611279	0.285943617	0.276310248	0.271560633	0.270146409	0.252576541	0.231889803	0.223450321	0.215180708	0.208219643	0.202611738	0.197552483	0.193094927	0.189140017	0.185590798	0.181982866	0.178815547
2660	"Madagascar"	450	" 90"	0.44646593	0.432696977	0.419244749	0.405992587	0.393438566	0.382334821	0.378152768	0.37632052	0.354090786	0.326265393	0.316518399	0.307007001	0.299060633	0.292681351	0.286965772	0.281968342	0.277557935	0.27359682	0.269416919	0.265767712
2661	"Madagascar"	450	" 95"	0.569081993	0.555200097	0.541233621	0.527449603	0.513892121	0.502172527	0.499335331	0.497157292	0.471300024	0.436971429	0.426654167	0.416648622	0.408379242	0.401778854	0.395926921	0.39086873	0.386447898	0.382482301	0.378116789	0.374335619
2662	"Madagascar"	450	"100+"	0.898520448	0.87613545	0.853873367	0.832926173	0.812270796	0.795387204	0.793494993	0.790081838	0.752178173	0.705152951	0.693504762	0.682543039	0.673739042	0.666822923	0.660811336	0.655668503	0.651257231	0.647350588	0.643193987	0.639627017
2685	"Malaysia"	458	"  0"	0.114387583	0.0947732	0.071908113	0.056750874	0.048615541	0.038697009	0.032134632	0.019399884	0.017324438	0.01386324	0.011664421	0.009993937	0.008757947	0.007693986	0.006706945	0.006179684	0.005892481	0.005627658	0.005375082	0.005141805
2686	"Malaysia"	458	"  1"	0.007994225	0.006626122	0.00501468	0.003945249	0.003370523	0.002669264	0.002205388	0.001308216	0.001242828	0.000946563	0.000757845	0.000613206	0.000533048	0.000464556	0.000419963	0.000396556	0.000382334	0.000368129	0.00035293	0.000338753
2687	"Malaysia"	458	"  5"	0.007683368	0.005897283	0.004536674	0.00323951	0.002091313	0.001581328	0.001029783	0.000818722	0.000638676	0.000534104	0.000423434	0.000334475	0.000274333	0.000226928	0.000183818	0.000157797	0.000146527	0.000136177	0.000126385	0.000117998
2688	"Malaysia"	458	" 10"	0.003384252	0.002778933	0.002303871	0.001819115	0.001341713	0.001132512	0.00087136	0.00077688	0.00066484	0.000607505	0.000499134	0.00040538	0.000339542	0.000285555	0.000237688	0.000204215	0.00018337	0.000164614	0.000147213	0.00013309
2689	"Malaysia"	458	" 15"	0.005794923	0.004792247	0.004005525	0.003199633	0.002412333	0.002078053	0.001655455	0.001517813	0.001330732	0.00124169	0.001030428	0.000844612	0.000712698	0.000603557	0.000507553	0.000436549	0.000387928	0.000344472	0.000304418	0.000272691
2690	"Malaysia"	458	" 20"	0.007992939	0.006634455	0.005558635	0.004457087	0.00337959	0.00292524	0.002342474	0.002150462	0.00189108	0.001769133	0.00146457	0.001196526	0.001006802	0.000850224	0.0007128	0.000618182	0.000560494	0.000508952	0.000461469	0.000422145
2691	"Malaysia"	458	" 25"	0.009139326	0.007517506	0.006226466	0.004923333	0.003666868	0.003131055	0.002470651	0.002258191	0.001970306	0.001830959	0.001500265	0.001211548	0.001009683	0.000844836	0.000700145	0.000612225	0.000571438	0.000534869	0.000501069	0.00047117
2692	"Malaysia"	458	" 30"	0.010288534	0.008446856	0.006977513	0.005499567	0.004079348	0.003472382	0.002739678	0.002516847	0.002195955	0.002040442	0.001664283	0.001336234	0.001107954	0.000922313	0.000759592	0.000666393	0.000630122	0.000597555	0.000567418	0.000539973
2693	"Malaysia"	458	" 35"	0.01236138	0.010199523	0.008483769	0.00674036	0.005048672	0.004328955	0.003437348	0.003156252	0.002757293	0.002564872	0.002112802	0.001716791	0.001437378	0.001207384	0.001005405	0.000889356	0.000843935	0.000803096	0.000765253	0.000730604
2694	"Malaysia"	458	" 40"	0.015178046	0.012700462	0.010751219	0.008717405	0.006693329	0.005843114	0.004749859	0.004423302	0.003897146	0.003650912	0.003089031	0.002590448	0.002226052	0.001917139	0.001644738	0.001476244	0.001395148	0.001322161	0.001254457	0.001193045
2695	"Malaysia"	458	" 45"	0.01914869	0.01635258	0.014178297	0.011817758	0.009377966	0.008382208	0.007042368	0.006704471	0.005990132	0.005676173	0.004950709	0.004296154	0.003797273	0.003360272	0.002973538	0.002703958	0.002537715	0.002388029	0.0022491	0.0021249
2696	"Malaysia"	458	" 50"	0.025120161	0.021878716	0.019411657	0.016613454	0.013600103	0.012420105	0.010729926	0.010389188	0.009415645	0.00902518	0.008093513	0.007240352	0.006564131	0.005954843	0.005413944	0.004977737	0.004645108	0.004345504	0.004067304	0.003821683
2697	"Malaysia"	458	" 55"	0.034484939	0.030619511	0.027771999	0.024374003	0.020544137	0.01912296	0.016918001	0.01662172	0.015284928	0.01482001	0.013566938	0.012402613	0.011451631	0.010577812	0.009801563	0.009081958	0.008446003	0.007874099	0.007343811	0.006878117
2698	"Malaysia"	458	" 60"	0.049319709	0.044280785	0.040665553	0.036201267	0.031018138	0.029177403	0.026162434	0.025930803	0.024188054	0.023487713	0.021837183	0.02028691	0.018992878	0.017786946	0.016709904	0.015600196	0.014534241	0.013577761	0.012692388	0.011908969
2699	"Malaysia"	458	" 65"	0.072473705	0.065286997	0.060199748	0.053859439	0.046430017	0.043851495	0.039549311	0.03936427	0.037336955	0.035929881	0.033890104	0.031955951	0.030300008	0.028729915	0.027308256	0.025673526	0.023996112	0.022497515	0.021115039	0.019873516
2700	"Malaysia"	458	" 70"	0.105379537	0.095284152	0.088247059	0.079374664	0.068864916	0.065314651	0.059262675	0.059242394	0.057114148	0.054503034	0.052153225	0.049911395	0.047929393	0.046012646	0.044251409	0.041905576	0.039311043	0.037002779	0.034880682	0.032943224
2701	"Malaysia"	458	" 75"	0.150993747	0.13710013	0.127587461	0.11541596	0.100810341	0.096032714	0.087679865	0.088044421	0.086207012	0.081663663	0.079255141	0.076961446	0.074835332	0.072727356	0.070757772	0.067516419	0.063608949	0.060145574	0.056971986	0.054019919
2702	"Malaysia"	458	" 80"	0.212125628	0.193505943	0.181024978	0.164751585	0.144917392	0.138674443	0.127426207	0.128545666	0.127653942	0.120225664	0.118270393	0.11645876	0.114608749	0.112699298	0.110873759	0.106631535	0.100979026	0.09598396	0.091420442	0.087083808
2703	"Malaysia"	458	" 85"	0.290533624	0.266382075	0.2505973	0.229517419	0.203343589	0.195473803	0.180778174	0.183208428	0.184138924	0.172780585	0.172095773	0.171630142	0.170772287	0.16975207	0.168712744	0.163567779	0.155853572	0.149051185	0.142853049	0.136816478
2704	"Malaysia"	458	" 90"	0.385764212	0.35559643	0.336461263	0.310134429	0.276730132	0.267206922	0.24866489	0.253132149	0.256758903	0.240643062	0.242261843	0.24423706	0.245308176	0.246101641	0.246716863	0.241090244	0.231364436	0.222801348	0.215020439	0.207224997
2705	"Malaysia"	458	" 95"	0.494207321	0.458024683	0.435855119	0.404238163	0.363130964	0.352086186	0.32954288	0.33683638	0.343619587	0.322567781	0.327450973	0.332866621	0.33673883	0.34021565	0.343293277	0.337927548	0.326840175	0.317094651	0.308273123	0.299142244
2706	"Malaysia"	458	"100+"	0.681674586	0.658401318	0.641777104	0.622340118	0.599731636	0.592094497	0.579113148	0.580072769	0.590037358	0.570933449	0.575694569	0.581146614	0.585454284	0.589521294	0.593303345	0.589845818	0.581348682	0.574071165	0.567634504	0.560886775
3147	"Netherlands"	528	"  0"	0.026288818	0.021902434	0.019906866	0.017370829	0.015046297	0.012316363	0.009391378	0.008364821	0.007056366	0.005852041	0.005387203	0.004852114	0.004640242	0.004458703	0.004267143	0.004095805	0.003934594	0.003793574	0.003642522	0.003491513
3148	"Netherlands"	528	"  1"	0.001110692	0.000966973	0.000898727	0.000808617	0.00072296	0.000617415	0.000547299	0.000457539	0.000397911	0.000324133	0.000283206	0.000274251	0.000262374	0.000258052	0.000260768	0.000255697	0.000252138	0.000246826	0.000237746	0.000236454
3149	"Netherlands"	528	"  5"	0.000475036	0.00043838	0.000476979	0.000497271	0.000495133	0.0003971	0.000304348	0.000241003	0.000203719	0.000173342	0.000144837	0.000119216	0.000111622	0.000103567	9.51371e-05	8.86554e-05	8.3183e-05	7.79829e-05	7.44673e-05	6.92335e-05
3150	"Netherlands"	528	" 10"	0.000405921	0.00038237	0.000410779	0.000426557	0.000426413	0.000358856	0.000324544	0.000257962	0.000234713	0.000210302	0.000185419	0.000138629	0.000124995	0.000111811	9.9566e-05	8.90677e-05	8.13369e-05	7.45671e-05	6.85876e-05	6.15917e-05
3151	"Netherlands"	528	" 15"	0.000722912	0.000684309	0.000732936	0.000760363	0.000760831	0.000647514	0.000612373	0.000524612	0.000489032	0.000466784	0.000395833	0.000289973	0.000257961	0.000229826	0.000203535	0.000180274	0.000163451	0.000147503	0.00013372	0.000118649
3152	"Netherlands"	528	" 20"	0.000995401	0.000941945	0.001009078	0.001046905	0.001047483	0.000890839	0.000835663	0.000745648	0.000692959	0.000676719	0.00055513	0.000434046	0.000394005	0.000358669	0.000326106	0.000296741	0.000273676	0.00025122	0.000231168	0.000210715
3153	"Netherlands"	528	" 25"	0.001041425	0.000981709	0.001054175	0.001094513	0.001094296	0.000922506	0.00083407	0.000776604	0.000760517	0.000712555	0.000590308	0.000497941	0.000464114	0.000433079	0.000406169	0.000379796	0.000357072	0.000336487	0.00031527	0.000296307
3154	"Netherlands"	528	" 30"	0.001141754	0.001075006	0.001155206	0.001199687	0.001199173	0.001008163	0.000931683	0.000887472	0.000928684	0.000819764	0.000698543	0.000604534	0.000567702	0.000535907	0.000506894	0.000478237	0.000453848	0.000429653	0.000407763	0.00038654
3155	"Netherlands"	528	" 35"	0.001503373	0.001420756	0.001523253	0.001580764	0.001581227	0.00134076	0.001325538	0.001260209	0.001273465	0.001148306	0.000982198	0.000852046	0.000801525	0.000758539	0.000716769	0.000678817	0.000643489	0.000610591	0.000581035	0.00055051
3156	"Netherlands"	528	" 40"	0.002327875	0.002221938	0.002367698	0.002452337	0.00245781	0.002131454	0.002141712	0.002025015	0.001937696	0.001828919	0.001578829	0.001359299	0.001274745	0.001201908	0.001132305	0.001069041	0.001010306	0.000957151	0.000907089	0.000857943
