"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
3157	"Netherlands"	528	" 45"	0.003905601	0.003771645	0.003990414	0.004123631	0.004142286	0.003686284	0.003779076	0.003439215	0.003142515	0.003002877	0.002636362	0.00224917	0.002102522	0.00197442	0.001853471	0.001743515	0.00164462	0.001552033	0.001463746	0.001380824
3158	"Netherlands"	528	" 50"	0.006639057	0.006481127	0.006811917	0.007024365	0.007071173	0.006441938	0.006739398	0.006127315	0.0053056	0.004929838	0.004376544	0.003717023	0.003471984	0.003255309	0.003050331	0.002864415	0.002697372	0.002542684	0.002394658	0.002251619
3159	"Netherlands"	528	" 55"	0.011121463	0.010949683	0.011449177	0.011786439	0.011884923	0.011024857	0.011649779	0.010749945	0.009374738	0.008353794	0.007199168	0.006132771	0.005735495	0.005384302	0.00505115	0.004746851	0.004475744	0.004223064	0.003980492	0.003743519
3160	"Netherlands"	528	" 60"	0.018459631	0.018280097	0.019047065	0.019585634	0.019771981	0.018564142	0.019234378	0.017966836	0.016183969	0.014394075	0.012308518	0.010546847	0.00988099	0.009295005	0.00873981	0.008231504	0.007775761	0.00734915	0.006938029	0.006540552
3161	"Netherlands"	528	" 65"	0.030951547	0.030772678	0.031986975	0.032865372	0.033204373	0.031431267	0.030905366	0.02936906	0.027134607	0.024641174	0.021551598	0.018477713	0.017299573	0.016274103	0.01531095	0.014428231	0.01362276	0.012875493	0.012160339	0.011473266
3162	"Netherlands"	528	" 70"	0.051358199	0.051268518	0.053161678	0.054577512	0.055184969	0.052673068	0.049219703	0.047574862	0.045076041	0.041797278	0.037414734	0.032134625	0.030079997	0.028309044	0.026658779	0.025143754	0.023736275	0.022441059	0.021209326	0.020032862
3163	"Netherlands"	528	" 75"	0.083813615	0.084009896	0.08689775	0.089139421	0.090205008	0.086821978	0.077324398	0.075982356	0.073777612	0.069838065	0.064027543	0.055192829	0.051694971	0.048704124	0.045935373	0.04338643	0.040973667	0.038768571	0.036682773	0.034700612
3164	"Netherlands"	528	" 80"	0.133346311	0.134198776	0.138474939	0.141932945	0.143745185	0.139498524	0.119032006	0.118780487	0.118015551	0.113948462	0.107048912	0.092879224	0.087152035	0.08228179	0.077794016	0.073644183	0.06963647	0.06599217	0.062558361	0.059307484
3165	"Netherlands"	528	" 85"	0.204547536	0.206639962	0.212736405	0.217883428	0.220832982	0.215976001	0.178020032	0.180055973	0.182547588	0.179448834	0.17272557	0.151409029	0.142575071	0.135079347	0.128186219	0.121769721	0.115435147	0.109689635	0.104285582	0.099179378
3166	"Netherlands"	528	" 90"	0.298979878	0.303049143	0.311363439	0.318684012	0.323213682	0.318252873	0.256193748	0.261900648	0.269806209	0.269181736	0.265135154	0.235784149	0.223257432	0.212613083	0.202815807	0.193612757	0.184303805	0.175856784	0.167905688	0.160390724
3167	"Netherlands"	528	" 95"	0.412311161	0.419034755	0.429844723	0.439717248	0.446204269	0.441709016	0.351624241	0.362018487	0.376949452	0.380058471	0.382111083	0.345934416	0.32997852	0.316356288	0.303774496	0.291823035	0.279410319	0.268109319	0.257437206	0.247326702
3168	"Netherlands"	528	"100+"	0.690487112	0.693501365	0.698771137	0.703464229	0.70645414	0.703980873	0.601035333	0.612859576	0.631920303	0.635572859	0.654045483	0.616417045	0.600688419	0.58791626	0.576525363	0.566000301	0.555236362	0.545748932	0.536957761	0.52888217
