"index"	"country"	"country_code"	"age"	"1950"	"1955"	"1960"	"1965"	"1970"	"1975"	"1980"	"1985"	"1990"	"1995"	"2000"	"2005"	"2010"
2565	"Malaysia"	458	"10-14"	358.3	361.72	495.047	616.234	717.606	829.223	844.853	869.62	991.615	1114.87	1204.847	1275.189	1379.514
2566	"Malaysia"	458	"15-19"	292.5	351.185	355.364	488.315	602.926	701.341	824.429	834.348	902.341	1002.93	1139.329	1218.068	1279.567
2567	"Malaysia"	458	"20-24"	254.5	284.788	343.621	348.99	473.077	586.885	695.8	813.609	831.247	920.179	1038.482	1159.581	1225.146
2568	"Malaysia"	458	"25-29"	218.7	246.883	277.416	336.536	338.718	462.705	581.052	685.086	820.771	851.728	960.439	1050.506	1163.272
2569	"Malaysia"	458	"30-34"	194.3	211.397	239.773	270.654	326.568	337.953	457.116	571.041	699.483	839.668	889.947	961.496	1050.528
2570	"Malaysia"	458	"35-39"	156	186.799	204.249	232.937	259.948	324.604	332.811	447.8	585.435	713.261	868.882	886.199	960.299
2571	"Malaysia"	458	"40-44"	146.7	148.875	179.469	197.405	224.177	254.746	318.592	324.399	457.43	591.794	729.109	862.605	883.533
2572	"Malaysia"	458	"45-49"	95	139.035	141.863	172.317	189.164	218.093	248.498	309.171	324.262	456.502	593.34	721.175	857.394
2573	"Malaysia"	458	"50-54"	88.1	88.752	130.967	134.598	163.882	180.916	210.721	238.423	299.648	318.208	448.216	583.024	712.449
2574	"Malaysia"	458	"55-59"	64	80.658	81.85	121.84	125.561	152.16	171.852	198.154	228.323	287.782	305.188	434.822	568.94
2575	"Malaysia"	458	"60-64"	66.6	56.524	71.934	73.74	109.164	112.63	140.583	156.102	184.992	212.465	268.726	289.166	415.527
2576	"Malaysia"	458	"65-69"	50	53.101	47.792	61.417	64.12	92.561	99.458	120.509	133.967	163.33	187.967	244.059	266.637
2577	"Malaysia"	458	"70-74"	46.4	37.69	38.519	37.565	53.368	51.42	76.184	79.181	98.094	110.319	134.596	160.737	213.397
2578	"Malaysia"	458	"75-79"	30.9	32.432	24.899	28.105	30.851	40.993	37.604	57.792	61.573	72.672	82.474	103.832	126.017
2579	"Malaysia"	458	"80-84"	12.808	16.047	17.115	14.366	18.154	20.492	22.818	24.425	35.508	35.897	43.889	50.775	63.536
2580	"Malaysia"	458	"85-89"	4.967	4.519	5.708	6.37	5.99	7.443	7.54	9.061	9.555	13.369	13.869	17.015	19.414
2581	"Malaysia"	458	"90-94"	1.355	1.165	1.04	1.286	1.402	1.287	1.56	1.542	1.806	1.856	2.53	2.555	3.051
2582	"Malaysia"	458	"95-99"	0.241	0.179	0.147	0.125	0.145	0.149	0.129	0.147	0.136	0.149	0.143	0.182	0.171
2583	"Malaysia"	458	"100+"	0.029	0.019	0.013	0.01	0.008	0.009	0.008	0.007	0.007	0.006	0.007	0.006	0.008
3004	"Netherlands"	528	"0-4"	578.941	538.85	561.317	591.251	580.856	515.863	430.463	427.317	454.059	482.73	479.919	493.755	453.736
3005	"Netherlands"	528	"5-9"	449.639	570.321	537.804	559.853	590.959	587.4	527.54	433.894	433.911	462.701	489.199	482.219	494.985
3006	"Netherlands"	528	"10-14"	399.126	444.606	569.132	538.437	561.093	598.132	597.175	531.692	439.468	442.004	470.044	493.196	483.865
3007	"Netherlands"	528	"15-19"	398.992	397.14	443.51	569.993	540.676	568.824	609.66	603.109	542.194	450.616	452.559	479.121	497.233
3008	"Netherlands"	528	"20-24"	393.802	391.376	392.828	439.572	567.931	550.266	584.785	622	618.794	563.968	472.638	479.302	484.982
3009	"Netherlands"	528	"25-29"	402.552	383.3	383.374	386.971	435.231	571.014	559.581	590.79	631.094	634.832	581.463	494.919	482.969
3010	"Netherlands"	528	"30-34"	340.856	394.648	379.312	380.715	385.572	438.03	573.813	559.878	594.21	641.593	642.858	592.582	496.306
3011	"Netherlands"	528	"35-39"	346.771	335.801	392.007	377.55	380.09	388.225	440.084	572.815	560.993	600.075	645.268	646.622	592.427
3012	"Netherlands"	528	"40-44"	330.647	341.765	333.785	389.755	376.206	381.273	390.753	439.365	572.708	562.913	599.952	645.011	644.744
3013	"Netherlands"	528	"45-49"	300.452	325.84	338.883	331.254	386.842	374.765	379.822	388.415	437.435	570.379	559.05	596.16	640.633
3014	"Netherlands"	528	"50-54"	265.617	294.979	321.455	333.841	326.571	382.058	370.249	375.732	384.226	432.67	562.625	551.075	589.159
3015	"Netherlands"	528	"55-59"	227.238	258.148	288.396	313.701	326.33	319.485	374.625	362.677	367.886	377.058	423.784	550.597	541.317
3016	"Netherlands"	528	"60-64"	191.428	216.619	247.863	276.926	301.956	315.191	309.276	362.402	351.254	356.542	365.346	410.797	536.338
3017	"Netherlands"	528	"65-69"	155.128	175.738	201.387	230.506	258.999	283.761	298.101	293.314	344.711	334.484	339.328	348.88	394.98
3018	"Netherlands"	528	"70-74"	118.174	132.968	153.178	177.365	204.159	232.032	257.776	272.996	269.972	317.728	307.987	314.308	327.176
3019	"Netherlands"	528	"75-79"	74.75	89.571	103.007	121.11	142.461	166.223	194.496	220.174	235.664	234.297	276.637	269.696	279.97
3020	"Netherlands"	528	"80-84"	37.795	46.453	57.109	67.641	81.796	98.488	120.768	146.257	168.179	181.275	181.565	215.946	217.457
3021	"Netherlands"	528	"85-89"	13.606	17.146	21.518	27.944	34.47	42.953	56.286	72.361	89.174	103.393	112.481	114.524	142.963
3022	"Netherlands"	528	"90-94"	2.818	4.031	5.114	6.946	9.456	12.191	16.917	23.785	30.871	37.697	43.931	48.66	53.381
3023	"Netherlands"	528	"95-99"	0.344	0.482	0.678	0.943	1.364	1.946	2.857	4.337	6.08	7.565	9.165	10.871	13.448
3024	"Netherlands"	528	"100+"	0.019	0.032	0.044	0.067	0.101	0.155	0.221	0.359	0.538	0.748	0.944	1.154	1.476
