"index"	"country"	"country_code"	"age"	"1950"	"1955"	"1960"	"1965"	"1970"	"1975"	"1980"	"1985"	"1990"	"1995"	"2000"	"2005"	"2010"
2580	"Malaysia"	458	"85-89"	4.751	4.389	5.094	5.595	5.534	6.318	6.036	7.356	8.344	11.134	12.099	14.215	15.524
2581	"Malaysia"	458	"90-94"	1.192	1.092	0.99	1.129	1.221	1.189	1.336	1.257	1.507	1.682	2.208	2.36	2.727
2582	"Malaysia"	458	"95-99"	0.193	0.154	0.135	0.117	0.129	0.134	0.126	0.136	0.124	0.142	0.153	0.192	0.197
2583	"Malaysia"	458	"100+"	0.021	0.015	0.011	0.009	0.008	0.008	0.008	0.007	0.008	0.007	0.007	0.008	0.009
3004	"Netherlands"	528	"0-4"	611.43	569.979	589.137	620.362	609.273	539.92	451.643	446.756	473.056	505.946	503.568	516.805	480.482
3005	"Netherlands"	528	"5-9"	472.358	600.731	567.827	586.773	619.158	615.754	551.706	454.89	453.524	482.629	512.469	505.731	518.903
3006	"Netherlands"	528	"10-14"	416.476	466.398	598.64	567.146	587.465	626.284	625.484	555.497	460.89	462.398	490.349	516.825	508.62
3007	"Netherlands"	528	"15-19"	415.537	413.106	463.749	597.469	568.008	593.769	637.997	631.06	564.953	471.157	474.915	500.304	523.073
3008	"Netherlands"	528	"20-24"	402.199	402.212	406.841	463.778	598.42	573.776	606.467	645.853	644.837	581.015	483.24	490.076	505.459
3009	"Netherlands"	528	"25-29"	396.475	380.263	391.403	410.371	471.313	608.987	587.285	610.763	660.147	666.961	594.741	498.003	494.106
3010	"Netherlands"	528	"30-34"	334.103	382.521	374.154	394.119	415.058	477.734	613.899	586.18	616.713	672.129	671.505	598.644	498.167
3011	"Netherlands"	528	"35-39"	334.611	327.127	378.893	374.578	396.975	418.686	475.742	607.706	585.281	620.289	669.674	667.375	596.483
3012	"Netherlands"	528	"40-44"	315.395	327.665	323.496	376.33	373.284	393.731	414.219	469.226	603.08	583.533	614.413	662.756	663.6
3013	"Netherlands"	528	"45-49"	284.857	308.559	322.749	319.404	371.075	367.056	387.582	406.278	462.206	596.603	575.398	605.595	656.591
3014	"Netherlands"	528	"50-54"	250.002	277.686	301.905	315.358	310.938	360.797	357.575	377.427	395.05	451.785	582.692	562.482	595.918
3015	"Netherlands"	528	"55-59"	214.579	239.886	266.551	288.31	300.538	295.859	345.187	342.375	360.577	380.146	435.724	563.461	548.642
3016	"Netherlands"	528	"60-64"	182.096	201.005	223.583	246.322	265.026	276.85	273.101	320.032	318.477	337.93	358.132	413.477	541.092
3017	"Netherlands"	528	"65-69"	145.639	163.59	179.838	197.249	215.49	230.711	242.175	240.626	284.341	286.063	305.16	328.705	386.165
3018	"Netherlands"	528	"70-74"	110.214	121.84	136.989	148.896	160.025	173.875	185.858	197.717	198.053	237.966	242.392	263.718	292.895
3019	"Netherlands"	528	"75-79"	67.09	81.382	90.053	101.712	108.184	114.519	125.053	134.301	145.228	147.354	180.615	189.931	215.227
3020	"Netherlands"	528	"80-84"	32.217	40.335	49.545	55.226	62.435	65.87	69.51	76.812	82.17	90.298	93.018	118.813	133.157
3021	"Netherlands"	528	"85-89"	10.836	13.734	17.368	22.189	25.421	28.848	31.408	33.226	36.48	38.905	43.321	46.589	64.771
3022	"Netherlands"	528	"90-94"	1.998	2.857	3.621	4.907	6.651	7.823	9.446	10.415	10.918	11.552	12.41	14.245	16.878
3023	"Netherlands"	528	"95-99"	0.222	0.283	0.397	0.561	0.846	1.209	1.556	1.952	2.099	2.034	2.131	2.307	2.949
3024	"Netherlands"	528	"100+"	0.018	0.017	0.02	0.034	0.055	0.09	0.133	0.18	0.218	0.204	0.215	0.22	0.265
