"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
2687	"Malaysia"	458	"  5"	0.002906393	0.00242323	0.00198056	0.001597292	0.001291748	0.001042557	0.000843438	0.000682141	0.000548997	0.000444355	0.000360207	0.000289646	0.000258615	0.000238431	0.00022172	0.000208763	0.000192457	0.000181943	0.000172026	0.000159451	0.000151772	0.000141686	0.000134606	0.00012631	0.000121651	0.000113778	0.000106724	0.000101637	9.65719e-05	9.35126e-05
2688	"Malaysia"	458	" 10"	0.001738485	0.001524969	0.00135365	0.001210123	0.001080162	0.000961838	0.000854773	0.000757375	0.000672853	0.000597752	0.00053022	0.00047052	0.000418353	0.000383313	0.000355745	0.000329346	0.000306922	0.00028702	0.00026858	0.000250827	0.000236529	0.000221844	0.000208416	0.000195315	0.000185006	0.000174766	0.000165452	0.000155636	0.000146811	0.000138002
2689	"Malaysia"	458	" 15"	0.003128017	0.002647008	0.002337554	0.002151315	0.001983803	0.001827966	0.001685356	0.001553034	0.001431945	0.001321417	0.001217861	0.001123418	0.000994697	0.000911293	0.000841879	0.000779864	0.00072349	0.000674657	0.000631006	0.000590189	0.000554232	0.000520196	0.000488032	0.000457532	0.000430836	0.000407193	0.00038266	0.000359944	0.000339771	0.000319249
2690	"Malaysia"	458	" 20"	0.004416343	0.003687044	0.003238759	0.002990651	0.002765805	0.002556257	0.002362935	0.002183406	0.002017555	0.001865118	0.001721899	0.001591966	0.001409242	0.001289341	0.001190593	0.001101897	0.001023599	0.000953484	0.000890762	0.000834228	0.00078268	0.000735189	0.00068906	0.000645666	0.000608822	0.000573512	0.000538269	0.000508751	0.00047888	0.000451003
2691	"Malaysia"	458	" 25"	0.004869952	0.004099323	0.003609224	0.003319336	0.00305827	0.00281582	0.002593254	0.002386325	0.002198368	0.002024706	0.001860768	0.001715281	0.001518469	0.001390247	0.001281974	0.001186582	0.001103407	0.001028292	0.000959653	0.000899213	0.000843847	0.000793537	0.000742717	0.000697272	0.000656645	0.000617623	0.000581152	0.000548502	0.000515494	0.000487028
2692	"Malaysia"	458	" 30"	0.00527286	0.004529032	0.0040343	0.003721533	0.003438003	0.003175664	0.002933628	0.002707204	0.002501536	0.002310709	0.00213116	0.001969587	0.001743097	0.001597289	0.00147159	0.001363196	0.001267891	0.00117994	0.00110222	0.001033356	0.000969747	0.000910834	0.000853664	0.000801468	0.000754108	0.000709849	0.000667476	0.00062875	0.000592585	0.000559238
2693	"Malaysia"	458	" 35"	0.00635751	0.00553626	0.004969419	0.004589204	0.004243895	0.003925649	0.003629716	0.003352509	0.003100433	0.002867031	0.002648257	0.002448394	0.002167886	0.001985408	0.001831108	0.00169684	0.001576226	0.001467732	0.001371521	0.001286228	0.001206147	0.001131746	0.001060909	0.000996358	0.000938042	0.000882491	0.000829606	0.000783137	0.000737481	0.000694677
2694	"Malaysia"	458	" 40"	0.008261037	0.007248322	0.006506473	0.005963348	0.005473761	0.005024954	0.004612624	0.004228041	0.003881396	0.00356354	0.003267018	0.002998273	0.002655277	0.002430695	0.002242036	0.002077109	0.001929415	0.001797987	0.001679041	0.00157374	0.0014762	0.001386377	0.001298981	0.001220236	0.001147026	0.001079231	0.001016242	0.000958769	0.000902321	0.000849747
2695	"Malaysia"	458	" 45"	0.011244868	0.009973587	0.008990392	0.008225356	0.007535547	0.006903998	0.006325705	0.005787298	0.005301508	0.004856866	0.004443291	0.004069971	0.003602677	0.003299611	0.003043118	0.002817135	0.002618909	0.002439547	0.002277329	0.002134416	0.002003219	0.001882024	0.001762568	0.001655093	0.001556256	0.001464999	0.001378546	0.001300677	0.00122388	0.001152796
2696	"Malaysia"	458	" 50"	0.015692658	0.014163048	0.012968637	0.012032465	0.011179974	0.010386918	0.009650833	0.008955577	0.00832052	0.007730925	0.007173096	0.006664657	0.005899738	0.005404939	0.004983963	0.004615422	0.004289514	0.003995679	0.003731593	0.003498653	0.003281391	0.003082284	0.002887143	0.002711752	0.002550667	0.002402481	0.002260477	0.002133422	0.002006747	0.001890098
2697	"Malaysia"	458	" 55"	0.022393121	0.02058151	0.019188716	0.018125147	0.017141853	0.016212169	0.015333288	0.014484255	0.01369873	0.012956821	0.012239697	0.011576229	0.010236383	0.009369074	0.008633172	0.00799013	0.007418367	0.006906818	0.006445603	0.006038992	0.005660448	0.00531346	0.004974932	0.004668115	0.004388593	0.004130619	0.003885127	0.003662307	0.003444985	0.003242446
2698	"Malaysia"	458	" 60"	0.032569176	0.030402839	0.0287739	0.027577335	0.026463476	0.025396402	0.02437312	0.023363628	0.022422362	0.021522209	0.020633693	0.019806004	0.017556337	0.016096625	0.014857232	0.013771276	0.012804341	0.011937059	0.011153269	0.010463444	0.009819733	0.009229729	0.008651827	0.008127984	0.007650234	0.007206836	0.006786017	0.006403522	0.006030648	0.005682584
2699	"Malaysia"	458	" 65"	0.048225267	0.045367114	0.04312648	0.041379582	0.039745777	0.038171768	0.036651447	0.03514373	0.033732768	0.03237446	0.031027216	0.029765081	0.026500862	0.024378823	0.022579501	0.0210087	0.019596552	0.018334446	0.017193131	0.016185706	0.015246139	0.014382465	0.013534077	0.01276506	0.012109665	0.011405736	0.01078213	0.010217458	0.00965745	0.009135867
2700	"Malaysia"	458	" 70"	0.073282652	0.069882006	0.06711488	0.064845063	0.062710239	0.06064458	0.058630521	0.056606109	0.05470623	0.052859217	0.051006948	0.049256945	0.044241905	0.040951418	0.038149035	0.035701068	0.033466525	0.031471296	0.029660698	0.028053218	0.026551677	0.02516574	0.023798337	0.022551399	0.021555027	0.020341058	0.019319991	0.018395933	0.017467787	0.016600267
2701	"Malaysia"	458	" 75"	0.111372338	0.108063478	0.105303756	0.102943942	0.1007413	0.098611858	0.096518108	0.094365452	0.092364927	0.090403958	0.088386132	0.086503423	0.07867216	0.073434843	0.068902003	0.064879554	0.061191264	0.057852815	0.054792769	0.052056672	0.049485199	0.047095805	0.044711031	0.042530703	0.040629698	0.038640279	0.036826574	0.035173865	0.033519203	0.031962622
2702	"Malaysia"	458	" 80"	0.165248541	0.162926422	0.160910908	0.159023117	0.157335989	0.155745821	0.154182533	0.152504179	0.151031655	0.149592008	0.148028967	0.146671709	0.1352803	0.127490235	0.120618983	0.114406978	0.10867671	0.103405406	0.09851448	0.09410219	0.089925228	0.08601115	0.082046454	0.078409158	0.074942214	0.07186368	0.068776164	0.065938851	0.063105598	0.060419117
2703	"Malaysia"	458	" 85"	0.237525045	0.237448555	0.237242788	0.236667274	0.236376927	0.236245005	0.236156499	0.235903498	0.235959587	0.236068159	0.23598571	0.236248149	0.221253073	0.2107387	0.201262227	0.1925102	0.184377375	0.176754256	0.169578503	0.163034347	0.156789838	0.150876945	0.144769901	0.13914434	0.133268876	0.128912594	0.124012513	0.119462281	0.114925942	0.110582196
2704	"Malaysia"	458	" 90"	0.328273134	0.331751482	0.334475822	0.336107202	0.33815578	0.340459759	0.342852176	0.345034641	0.347683751	0.350432924	0.352919059	0.355960159	0.338575584	0.326054792	0.314502331	0.303580336	0.293351489	0.283562634	0.274198953	0.265554213	0.257247173	0.249285943	0.240847686	0.23304831	0.22410291	0.218692595	0.211686791	0.205100413	0.198539054	0.192182496
2705	"Malaysia"	458	" 95"	0.433649286	0.441487098	0.44781814	0.452185743	0.457125231	0.462410755	0.467826463	0.472951549	0.478717313	0.484619243	0.490140096	0.496439366	0.479114675	0.466279725	0.454136781	0.44236322	0.43125424	0.420382551	0.409802731	0.399907199	0.390367499	0.381104517	0.370928927	0.361522352	0.349647823	0.344012792	0.33527347	0.326944632	0.318652612	0.310515024
2706	"Malaysia"	458	"100+"	0.551087517	0.562801197	0.57229321	0.579018697	0.586426931	0.594187007	0.602056476	0.609468263	0.617628714	0.625884498	0.633549713	0.642118707	0.627975631	0.617205581	0.606757868	0.596366165	0.586518236	0.576661708	0.566910852	0.557683164	0.54886177	0.540191117	0.530137086	0.520936919	0.508102185	0.503735597	0.494931051	0.486433713	0.478006738	0.469640283
3147	"Netherlands"	528	"  0"	0.026391241	0.020853611	0.017937071	0.015229144	0.0125127	0.01057266	0.009391378	0.008364821	0.007056366	0.005852042	0.005387203	0.004771391	0.004458703	0.004226823	0.004005118	0.00382379	0.003642522	0.003471381	0.003300294	0.00313932	0.002988451	0.002837624	0.00269689	0.002556194	0.00242558	0.002305041	0.00218453	0.002064046	0.001953626	0.001843229
3148	"Netherlands"	528	"  1"	0.001968457	0.001598476	0.001308049	0.001131656	0.000958374	0.000731744	0.000547348	0.000457576	0.000397939	0.000324152	0.000283221	0.000253115	0.000245995	0.000234124	0.000214724	0.000216694	0.000209371	0.000205819	0.000201767	0.000195458	0.000194174	0.000186365	0.000180819	0.000175776	0.000172492	0.000164195	0.000156402	0.000152121	0.000140072	0.000138804
3149	"Netherlands"	528	"  5"	0.00075638	0.000648088	0.000595291	0.000562174	0.000494598	0.000379315	0.000276985	0.00021939	0.000187525	0.000162664	0.000139816	9.74323e-05	9.35875e-05	9.72401e-05	0.000104074	9.56103e-05	9.37887e-05	8.87675e-05	8.41471e-05	8.13484e-05	7.65018e-05	7.28979e-05	6.73022e-05	6.34656e-05	5.82238e-05	5.56887e-05	5.20588e-05	4.8466e-05	4.92756e-05	4.44121e-05
3150	"Netherlands"	528	" 10"	0.000566561	0.000502547	0.000484055	0.000523093	0.000498143	0.00039945	0.000314904	0.000251442	0.000231644	0.000207555	0.000190561	0.000131951	0.000121616	0.000116124	0.000108111	0.00010214	9.60723e-05	9.10795e-05	8.61862e-05	8.08266e-05	7.64938e-05	7.11425e-05	6.69785e-05	6.24697e-05	5.7977e-05	5.57949e-05	5.1118e-05	4.87916e-05	4.50856e-05	4.12076e-05
3151	"Netherlands"	528	" 15"	0.000751772	0.000721225	0.000732966	0.000845745	0.000897031	0.000757256	0.000592719	0.000511406	0.000482681	0.000459286	0.000405272	0.000288594	0.000263707	0.000246472	0.000229429	0.000215576	0.000201798	0.000188571	0.000175747	0.000164695	0.000154831	0.000143604	0.000133557	0.000124697	0.000115486	0.000108625	0.000100593	9.33804e-05	8.63518e-05	8.04107e-05
3152	"Netherlands"	528	" 20"	0.001022969	0.000955706	0.000994364	0.00104207	0.001057745	0.000945903	0.000809129	0.000726753	0.000683849	0.000663852	0.00056876	0.000436993	0.000396823	0.000370035	0.000344438	0.000321672	0.000300471	0.000280865	0.000260417	0.000243988	0.000227383	0.00021196	0.000196361	0.000181952	0.000169542	0.000156964	0.000145744	0.000135343	0.000125135	0.000115778
3153	"Netherlands"	528	" 25"	0.001159307	0.001011838	0.001025184	0.000984996	0.000921518	0.000849724	0.000808947	0.000757113	0.000750548	0.000699221	0.00060626	0.000483853	0.000437213	0.000407003	0.000377422	0.000351701	0.000327385	0.000306012	0.000283638	0.000264884	0.000245971	0.000229421	0.000212696	0.00019562	0.000183088	0.000169032	0.000156149	0.000145635	0.00013358	0.000122376
3154	"Netherlands"	528	" 30"	0.001287691	0.001123952	0.001124071	0.00111236	0.001038308	0.000936489	0.000903455	0.000864034	0.000916523	0.000804421	0.0007172	0.000584781	0.000528695	0.000488666	0.000452027	0.00042107	0.000391626	0.000363297	0.000336588	0.00031346	0.000291171	0.000269704	0.000249427	0.000229986	0.000213559	0.000198153	0.000182563	0.000167986	0.000154421	0.000141684
3155	"Netherlands"	528	" 35"	0.001679066	0.001516782	0.00154064	0.001592386	0.001515913	0.001355356	0.001285372	0.001225799	0.001256943	0.001127024	0.001008433	0.000815482	0.000736964	0.000681092	0.000628096	0.000585	0.000543258	0.00050382	0.000466989	0.000433218	0.000402491	0.000372595	0.000343726	0.000318049	0.000293871	0.000272891	0.00025193	0.000230442	0.000212311	0.000194975
3156	"Netherlands"	528	" 40"	0.002557662	0.002395941	0.002470558	0.002594569	0.002536587	0.002342118	0.002076718	0.001973753	0.001911148	0.001793383	0.001621047	0.00127406	0.001149774	0.001064371	0.000982145	0.00091471	0.000851047	0.000790302	0.000733151	0.000680746	0.000633047	0.000587564	0.000542567	0.000501777	0.000464694	0.000431461	0.000398074	0.000366708	0.000338546	0.000310298
3157	"Netherlands"	528	" 45"	0.004217017	0.004054634	0.004278146	0.004465078	0.004440284	0.004189074	0.003664708	0.003354594	0.003100012	0.002946702	0.002706811	0.002210079	0.001996502	0.001846687	0.001707297	0.001589529	0.001480567	0.001374399	0.001275931	0.001185593	0.001104038	0.001024363	0.00094878	0.000877078	0.000813309	0.000755461	0.000698275	0.000645506	0.000594225	0.000547346
3158	"Netherlands"	528	" 50"	0.007021973	0.007008943	0.007450931	0.00775297	0.007721523	0.007148393	0.006535545	0.005973825	0.005235941	0.004838681	0.004493592	0.003690716	0.003346876	0.003104905	0.002878145	0.002684281	0.002505939	0.002331853	0.002169931	0.002020445	0.00188611	0.001754572	0.001630056	0.001510508	0.001403844	0.00130565	0.001211921	0.001121726	0.00103565	0.000957148
3159	"Netherlands"	528	" 55"	0.01119133	0.01173356	0.012595459	0.013185044	0.013112961	0.012152989	0.011297773	0.01047964	0.009253507	0.008196973	0.007390879	0.006067026	0.005518845	0.005132687	0.004768954	0.004455117	0.004163509	0.003881617	0.003615532	0.003372522	0.003151873	0.002937256	0.002733386	0.002536699	0.002359803	0.002198794	0.002042654	0.001893749	0.001750543	0.001620222
3160	"Netherlands"	528	" 60"	0.017546995	0.018498149	0.020369478	0.02152815	0.021717049	0.020590257	0.019143628	0.017904759	0.016175115	0.014434633	0.012320467	0.010215145	0.009317036	0.008682745	0.008085451	0.007563444	0.007078447	0.006610699	0.006166387	0.005762037	0.005390437	0.005030554	0.004690198	0.00436002	0.00406228	0.003791283	0.003528139	0.003275433	0.003033423	0.002811953
3161	"Netherlands"	528	" 65"	0.028034856	0.028619312	0.030874135	0.033442853	0.034497013	0.033800162	0.031797978	0.029979537	0.027391741	0.024933658	0.021210534	0.017279719	0.015862167	0.014866459	0.013924992	0.01308314	0.012304401	0.011551126	0.01083712	0.01018045	0.009569898	0.008977048	0.008416056	0.007873377	0.007374229	0.006916203	0.00647208	0.006042347	0.005634227	0.005249794
3162	"Netherlands"	528	" 70"	0.047274156	0.047418759	0.048814618	0.051761357	0.053384029	0.052599182	0.050575937	0.048492451	0.045430846	0.042081673	0.036772104	0.030475922	0.028128861	0.02649353	0.024948745	0.023528266	0.022219858	0.020961457	0.019774545	0.018665501	0.017620822	0.016609767	0.015654787	0.014733761	0.013865987	0.013064972	0.012286784	0.01153684	0.010826651	0.010140578
3163	"Netherlands"	528	" 75"	0.080071385	0.079689984	0.079281403	0.081112347	0.082681906	0.080885325	0.078969983	0.07714834	0.074328428	0.070334773	0.063326951	0.053717475	0.049790799	0.047077909	0.044524829	0.042095522	0.039873247	0.037750272	0.035766829	0.033879441	0.032069139	0.030334042	0.028706292	0.027142211	0.025636482	0.024231402	0.022876644	0.021576972	0.020351302	0.019140181
3164	"Netherlands"	528	" 80"	0.131858363	0.130340074	0.125793257	0.124559185	0.125587185	0.122116951	0.120946873	0.120233115	0.118898398	0.114838473	0.106491502	0.092606133	0.086309901	0.081991677	0.077940175	0.073937429	0.070298294	0.066841593	0.063644145	0.060536704	0.057495025	0.054606981	0.051915939	0.049339795	0.046798431	0.044397078	0.042099283	0.039905219	0.037845619	0.035757
3165	"Netherlands"	528	" 85"	0.208415254	0.204947528	0.193047193	0.185940377	0.185672827	0.179734937	0.180297975	0.181980289	0.184098023	0.181150913	0.172721843	0.154188432	0.144731259	0.138282618	0.132244988	0.126027821	0.120405046	0.115085337	0.110216512	0.1053659	0.10050737	0.095933974	0.09170004	0.087661369	0.083564228	0.079635584	0.075903717	0.072356599	0.069043375	0.065580291
3166	"Netherlands"	528	" 90"	0.31202489	0.305884953	0.283497601	0.267482935	0.265024949	0.255909033	0.259405042	0.264990916	0.272898665	0.272724142	0.26644956	0.244222362	0.231258096	0.222457462	0.214229375	0.205364657	0.197386119	0.189850007	0.183035331	0.17604397	0.16885741	0.162144603	0.155968053	0.150097015	0.143947752	0.1379493	0.132289825	0.126934115	0.121958615	0.116569271
3167	"Netherlands"	528	" 95"	0.43787946	0.428919241	0.394755651	0.36790222	0.362534704	0.349960773	0.357420332	0.368077767	0.383552738	0.387690644	0.386141791	0.362828099	0.34698781	0.33627688	0.326277413	0.314966119	0.304845892	0.295275818	0.286755292	0.277703817	0.268131111	0.259253684	0.251137194	0.24345391	0.235112832	0.226816606	0.219040718	0.211716607	0.204956993	0.197320204
3168	"Netherlands"	528	"100+"	0.57801044	0.567340229	0.524864248	0.488981256	0.480811458	0.465851503	0.477272926	0.492623977	0.515013105	0.523771805	0.528556291	0.508739508	0.492600574	0.481774792	0.471723564	0.459753133	0.449191939	0.439182	0.430513924	0.420909083	0.410455509	0.400877116	0.392224947	0.384118302	0.374970708	0.365702673	0.357124003	0.349133912	0.34186664	0.333225304
